#iform,regsize,mask,Throughput,Latency
VFMSUBADD213PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFMSUBADD213PS_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFMSUBADD213PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFMSUBADD213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFMSUBADD213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFMSUBADD213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFMSUBADD213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFMSUBADD231PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFMSUBADD231PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFMSUBADD231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFMSUBADD231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFMSUBADD231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFMSUBADD231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFMSUBADD231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFMSUBADD231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFMSUBADD231PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFMSUBADD231PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFMSUBADD231PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFMSUBADD231PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFMSUBADD231PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFMSUBADD231PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFMSUBADD231PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFMSUBADD231PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFMSUBADD231PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFMSUBADD231PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFMSUBADD231PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFMSUBADD231PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFMSUBADD231PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFMSUBADD231PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFMSUBADD231PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,no,0.5,11.0
VFMSUBADD231PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,yes,0.5,11.0
VFMSUBADD231PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,no,0.5,4.0
VFMSUBADD231PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFMSUBADD231PS_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFMSUBADD231PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFMSUBADD231PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFMSUBADD231PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFMSUBADD231PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFMSUBADD231PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFNMADD132PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMADD132PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMADD132PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMADD132PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMADD132PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMADD132PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMADD132PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFNMADD132PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFNMADD132PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFNMADD132PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFNMADD132PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMADD132PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMADD132PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFNMADD132PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFNMADD132PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFNMADD132PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFNMADD132PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMADD132PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMADD132PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMADD132PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMADD132PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMADD132PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMADD132PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,no,0.5,11.0
VFNMADD132PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,yes,0.5,11.0
VFNMADD132PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,no,0.5,4.0
VFNMADD132PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFNMADD132PS_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMADD132PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMADD132PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFNMADD132PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFNMADD132PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFNMADD132PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFNMADD132SD_XMMdq_XMMq_MEMq,128,no,0.5,10.0
VFNMADD132SD_XMMdq_XMMq_XMMq,128,no,0.5,4.0
VFNMADD132SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMADD132SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMADD132SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMADD132SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMADD132SS_XMMdq_XMMd_MEMd,128,no,0.5,10.0
VFNMADD132SS_XMMdq_XMMd_XMMd,128,no,0.5,4.0
VFNMADD132SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMADD132SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMADD132SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMADD132SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMADD213PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMADD213PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMADD213PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMADD213PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMADD213PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMADD213PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMADD213PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFNMADD213PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFNMADD213PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFNMADD213PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFNMADD213PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMADD213PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMADD213PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFNMADD213PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFNMADD213PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFNMADD213PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFNMADD213PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMADD213PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMADD213PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMADD213PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMADD213PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMADD213PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMADD213PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,no,0.5,11.0
VFNMADD213PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,yes,0.5,11.0
VFNMADD213PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,no,0.5,4.0
VFNMADD213PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFNMADD213PS_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMADD213PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMADD213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFNMADD213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFNMADD213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFNMADD213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFNMADD213SD_XMMdq_XMMq_MEMq,128,no,0.5,10.0
VFNMADD213SD_XMMdq_XMMq_XMMq,128,no,0.5,4.0
VFNMADD213SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMADD213SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMADD213SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMADD213SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMADD213SS_XMMdq_XMMd_MEMd,128,no,0.5,10.0
VFNMADD213SS_XMMdq_XMMd_XMMd,128,no,0.5,4.0
VFNMADD213SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMADD213SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMADD213SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMADD213SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMADD231PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMADD231PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMADD231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMADD231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMADD231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMADD231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMADD231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFNMADD231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFNMADD231PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFNMADD231PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFNMADD231PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMADD231PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMADD231PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFNMADD231PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFNMADD231PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFNMADD231PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFNMADD231PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMADD231PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMADD231PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMADD231PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMADD231PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMADD231PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMADD231PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,no,0.5,11.0
VFNMADD231PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,yes,0.5,11.0
VFNMADD231PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,no,0.5,4.0
VFNMADD231PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFNMADD231PS_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMADD231PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMADD231PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFNMADD231PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFNMADD231PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFNMADD231PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFNMADD231SD_XMMdq_XMMq_MEMq,128,no,0.5,10.0
VFNMADD231SD_XMMdq_XMMq_XMMq,128,no,0.5,4.0
VFNMADD231SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMADD231SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMADD231SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMADD231SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMADD231SS_XMMdq_XMMd_MEMd,128,no,0.5,10.0
VFNMADD231SS_XMMdq_XMMd_XMMd,128,no,0.5,4.0
VFNMADD231SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMADD231SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMADD231SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMADD231SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMSUB132PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMSUB132PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMSUB132PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMSUB132PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMSUB132PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMSUB132PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMSUB132PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFNMSUB132PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFNMSUB132PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFNMSUB132PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFNMSUB132PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMSUB132PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMSUB132PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFNMSUB132PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFNMSUB132PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFNMSUB132PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFNMSUB132PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMSUB132PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMSUB132PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMSUB132PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMSUB132PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMSUB132PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMSUB132PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,no,,11.0
VFNMSUB132PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,yes,0.5,11.0
VFNMSUB132PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,no,0.5,4.0
VFNMSUB132PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFNMSUB132PS_YMMqq_YMMqq_MEMqq,256,no,,11.0
VFNMSUB132PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMSUB132PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFNMSUB132PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFNMSUB132PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFNMSUB132PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFNMSUB132SD_XMMdq_XMMq_MEMq,128,no,0.5,10.0
VFNMSUB132SD_XMMdq_XMMq_XMMq,128,no,0.5,4.0
VFNMSUB132SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMSUB132SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMSUB132SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMSUB132SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMSUB132SS_XMMdq_XMMd_MEMd,128,no,0.5,10.0
VFNMSUB132SS_XMMdq_XMMd_XMMd,128,no,0.5,4.0
VFNMSUB132SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMSUB132SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMSUB132SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMSUB132SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMSUB213PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMSUB213PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMSUB213PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMSUB213PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMSUB213PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMSUB213PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMSUB213PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFNMSUB213PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFNMSUB213PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFNMSUB213PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFNMSUB213PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMSUB213PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMSUB213PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFNMSUB213PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFNMSUB213PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFNMSUB213PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFNMSUB213PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMSUB213PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMSUB213PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMSUB213PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMSUB213PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMSUB213PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMSUB213PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,no,0.5,11.0
VFNMSUB213PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512,256,yes,0.5,11.0
VFNMSUB213PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,no,0.5,4.0
VFNMSUB213PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512,256,yes,0.5,4.0
VFNMSUB213PS_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMSUB213PS_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMSUB213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,no,1.0,11.0
VFNMSUB213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512,512,yes,1.0,11.0
VFNMSUB213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,no,1.0,4.0
VFNMSUB213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512,512,yes,1.0,4.0
VFNMSUB213SD_XMMdq_XMMq_MEMq,128,no,0.5,10.0
VFNMSUB213SD_XMMdq_XMMq_XMMq,128,no,0.5,4.0
VFNMSUB213SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMSUB213SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMSUB213SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMSUB213SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMSUB213SS_XMMdq_XMMd_MEMd,128,no,0.5,10.0
VFNMSUB213SS_XMMdq_XMMd_XMMd,128,no,0.5,4.0
VFNMSUB213SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMSUB213SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
VFNMSUB213SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,no,0.5,4.0
VFNMSUB213SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512,128,yes,0.5,4.0
VFNMSUB231PD_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMSUB231PD_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMSUB231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,no,0.5,10.0
VFNMSUB231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512,128,yes,0.5,10.0
VFNMSUB231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,no,0.5,4.0
VFNMSUB231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512,128,yes,0.5,4.0
VFNMSUB231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,no,0.5,11.0
VFNMSUB231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512,256,yes,0.5,11.0
VFNMSUB231PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,no,0.5,4.0
VFNMSUB231PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512,256,yes,0.5,4.0
VFNMSUB231PD_YMMqq_YMMqq_MEMqq,256,no,0.5,11.0
VFNMSUB231PD_YMMqq_YMMqq_YMMqq,256,no,0.5,4.0
VFNMSUB231PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,no,1.0,11.0
VFNMSUB231PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512,512,yes,1.0,11.0
VFNMSUB231PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,no,1.0,4.0
VFNMSUB231PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512,512,yes,1.0,4.0
VFNMSUB231PS_XMMdq_XMMdq_MEMdq,128,no,0.5,10.0
VFNMSUB231PS_XMMdq_XMMdq_XMMdq,128,no,0.5,4.0
VFNMSUB231PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,no,0.5,10.0
VFNMSUB231PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512,128,yes,0.5,10.0
