AAA		8086	AAA 	ASCII Adjust After Addition	AAA.html
XCHG	R16,R16	8086	XCHG R16, R16	Exchange Register/Memory with Register	XCHG.html
XCHG	MEM,R32	386	XCHG MEM, R32	Exchange Register/Memory with Register	XCHG.html
XCHG	R32,R32	386	XCHG R32, R32	Exchange Register/Memory with Register	XCHG.html
XCHG	MEM,R64	X64	XCHG MEM, r64	Exchange Register/Memory with Register	XCHG.html
XCHG	R64,R64	X64	XCHG r64, r64	Exchange Register/Memory with Register	XCHG.html
XLATB		8086	XLATB 	Table Look-up Translation	XLAT:XLATB.html
XLAT		8086	XLAT 	Table Look-up Translation	XLAT:XLATB.html
XOR	MEM,R8	8086	XOR MEM, R8	Logical Exclusive OR	XOR.html
XOR	R8,R8	8086	XOR R8, R8	Logical Exclusive OR	XOR.html
XOR	MEM,R16	8086	XOR MEM, R16	Logical Exclusive OR	XOR.html
XOR	R16,R16	8086	XOR R16, R16	Logical Exclusive OR	XOR.html
XOR	MEM,R32	386	XOR MEM, R32	Logical Exclusive OR	XOR.html
XOR	R32,R32	386	XOR R32, R32	Logical Exclusive OR	XOR.html
XOR	MEM,R64	X64	XOR MEM, r64	Logical Exclusive OR	XOR.html
XOR	R64,R64	X64	XOR r64, r64	Logical Exclusive OR	XOR.html
XOR	R8,MEM	8086	XOR R8, MEM	Logical Exclusive OR	XOR.html
XOR	R8,R8	8086	XOR R8, R8	Logical Exclusive OR	XOR.html
XOR	R16,MEM	8086	XOR R16, MEM	Logical Exclusive OR	XOR.html
XOR	R16,R16	8086	XOR R16, R16	Logical Exclusive OR	XOR.html
XOR	R32,MEM	386	XOR R32, MEM	Logical Exclusive OR	XOR.html
XOR	R32,R32	386	XOR R32, R32	Logical Exclusive OR	XOR.html
XOR	R64,MEM	X64	XOR r64, MEM	Logical Exclusive OR	XOR.html
XOR	R64,R64	X64	XOR r64, r64	Logical Exclusive OR	XOR.html
XOR	R/M16,IMM8	8086	XOR r/m16, IMM8	Logical Exclusive OR	XOR.html
XOR	R/M32,IMM8	386	XOR R/M32, IMM8	Logical Exclusive OR	XOR.html
XOR	R/M64,IMM8	X64	XOR r/m64, IMM8	Logical Exclusive OR	XOR.html
XOR	AL,IMM	8086	XOR AL, IMM	Logical Exclusive OR	XOR.html
XOR	AX,IMM	8086	XOR AX, IMM	Logical Exclusive OR	XOR.html
XOR	EAX,IMM	386	XOR EAX, IMM	Logical Exclusive OR	XOR.html
XOR	RAX,IMM	X64	XOR RAX, IMM	Logical Exclusive OR	XOR.html
XOR	R/M8,IMM	8086	XOR r/m8, IMM	Logical Exclusive OR	XOR.html
XOR	R/M16,IMM	8086	XOR r/m16, IMM	Logical Exclusive OR	XOR.html
XOR	R/M32,IMM	386	XOR R/M32, IMM	Logical Exclusive OR	XOR.html
XOR	R/M64,IMM	X64	XOR r/m64, IMM	Logical Exclusive OR	XOR.html
XOR	MEM,IMM8	8086	XOR MEM, IMM8	Logical Exclusive OR	XOR.html
XOR	MEM,IMM16	8086	XOR MEM, IMM16	Logical Exclusive OR	XOR.html
XOR	MEM,IMM32	386	XOR MEM, IMM32	Logical Exclusive OR	XOR.html
XOR	R/M8,IMM	8086	XOR r/m8, IMM	Logical Exclusive OR	XOR.html
;
CMOVA	R16,R/M16	P6	CMOVA R16, r/m16	Move if above (CF=0 and ZF=0) (CMOVA=CMOVNBE)	CMOVcc.html
CMOVAE	R16,R/M16	P6	CMOVAE R16, r/m16	Move if above or equal (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVB	R16,R/M16	P6	CMOVB R16, r/m16	Move if below (CF=1) (CMOVB=CMOVC=CMOVNAE)	CMOVcc.html
CMOVBE	R16,R/M16	P6	CMOVBE R16, r/m16	Move if below or equal (CF=1 or ZF=1) (CMOVBE=CMOVNA)	CMOVcc.html
CMOVE	R16,R/M16	P6	CMOVE R16, r/m16	Move if equal (ZF=1) (CMOVE=CMOVZ)	CMOVcc.html
CMOVG	R16,R/M16	P6	CMOVG R16, r/m16	Move if greater (ZF=0 and SF=OF) (CMOVG=CMOVNLE)	CMOVcc.html
CMOVGE	R16,R/M16	P6	CMOVGE R16, r/m16	Move if greater or equal (SF=OF) (CMOVGE=CMOVNL)	CMOVcc.html
CMOVL	R16,R/M16	P6	CMOVL R16, r/m16	Move if less (SF!=OF) (CMOVL=CMOVNGE)	CMOVcc.html
CMOVLE	R16,R/M16	P6	CMOVLE R16, r/m16	Move if less or equal (ZF=1 or SF!=OF) (CMOVLE=CMOVNG)	CMOVcc.html
CMOVNA	R16,R/M16	P6	CMOVNA R16, r/m16	Move if not above (CF=1 or ZF=1) (CMOVBE=CMOVNA)	CMOVcc.html
CMOVNAE	R16,R/M16	P6	CMOVNAE R16, r/m16	Move if not above or equal (CF=1) (CMOVB=CMOVC=CMOVNAE)	CMOVcc.html
CMOVNB	R16,R/M16	P6	CMOVNB R16, r/m16	Move if not below (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVNBE	R16,R/M16	P6	CMOVNBE R16, r/m16	Move if not below or equal (CF=0 and ZF=0) (CMOVA=CMOVNBE)	CMOVcc.html
CMOVNC	R16,R/M16	P6	CMOVNC R16, r/m16	Move if not carry (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVNE	R16,R/M16	P6	CMOVNE R16, r/m16	Move if not equal (ZF=0) (CMOVNE=CMOVNZ)	CMOVcc.html
CMOVNG	R16,R/M16	P6	CMOVNG R16, r/m16	Move if not greater (ZF=1 or SF!=OF) (CMOVLE=CMOVNG)	CMOVcc.html
CMOVNGE	R16,R/M16	P6	CMOVNGE R16, r/m16	Move if not greater or equal (SF!=OF) (CMOVL=CMOVNGE)	CMOVcc.html
CMOVNL	R16,R/M16	P6	CMOVNL R16, r/m16	Move if not less (SF=OF) (CMOVGE=CMOVNL)	CMOVcc.html
CMOVNLE	R16,R/M16	P6	CMOVNLE R16, r/m16	Move if not less or equal (ZF=0 and SF=OF) (CMOVG=CMOVNLE)	CMOVcc.html
CMOVNO	R16,R/M16	P6	CMOVNO R16, r/m16	Move if not overflow (OF=0)	CMOVcc.html
CMOVNP	R16,R/M16	P6	CMOVNP R16, r/m16	Move if not parity (PF=0) (CMOVNP=CMOVPO)	CMOVcc.html
CMOVNS	R16,R/M16	P6	CMOVNS R16, r/m16	Move if not sign (SF=0)	CMOVcc.html
CMOVNZ	R16,R/M16	P6	CMOVNZ R16, r/m16	Move if not zero (ZF=0 CMOVNE=CMOVNZ)	CMOVcc.html
CMOVO	R16,R/M16	P6	CMOVO R16, r/m16	Move if overflow (OF=1)	CMOVcc.html
CMOVP	R16,R/M16	P6	CMOVP R16, r/m16	Move if parity (PF=1) (CMOVP=CMOVPE)	CMOVcc.html
CMOVPE	R16,R/M16	P6	CMOVPE R16, r/m16	Move if parity even (PF=1) (CMOVP=CMOVPE)	CMOVcc.html
CMOVPO	R16,R/M16	P6	CMOVPO R16, r/m16	Move if parity odd (PF=0) (CMOVNP=CMOVPO)	CMOVcc.html
CMOVS	R16,R/M16	P6	CMOVS R16, r/m16	Move if sign (SF=1)	CMOVcc.html
CMOVZ	R16,R/M16	P6	CMOVZ R16, r/m16	Move if zero (ZF=1) (CMOVE=CMOVZ)	CMOVcc.html
;
CMOVA	R32,R/M32	P6	CMOVA R32, R/M32	Move if above (CF=0 and ZF=0) (CMOVA=CMOVNBE)	CMOVcc.html
CMOVAE	R32,R/M32	P6	CMOVAE R32, R/M32	Move if above or equal (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVB	R32,R/M32	P6	CMOVB R32, R/M32	Move if below (CF=1) (CMOVB=CMOVC=CMOVNAE)	CMOVcc.html
CMOVBE	R32,R/M32	P6	CMOVBE R32, R/M32	Move if below or equal (CF=1 or ZF=1) (CMOVBE=CMOVNA)	CMOVcc.html
CMOVE	R32,R/M32	P6	CMOVE R32, R/M32	Move if equal (ZF=1) (CMOVE=CMOVZ)	CMOVcc.html
CMOVG	R32,R/M32	P6	CMOVG R32, R/M32	Move if greater (ZF=0 and SF=OF) (CMOVG=CMOVNLE)	CMOVcc.html
CMOVGE	R32,R/M32	P6	CMOVGE R32, R/M32	Move if greater or equal (SF=OF) (CMOVGE=CMOVNL)	CMOVcc.html
CMOVL	R32,R/M32	P6	CMOVL R32, R/M32	Move if less (SF!=OF) (CMOVL=CMOVNGE)	CMOVcc.html
CMOVLE	R32,R/M32	P6	CMOVLE R32, R/M32	Move if less or equal (ZF=1 or SF!=OF) (CMOVLE=CMOVNG)	CMOVcc.html
CMOVNA	R32,R/M32	P6	CMOVNA R32, R/M32	Move if not above (CF=1 or ZF=1) (CMOVBE=CMOVNA)	CMOVcc.html
CMOVNAE	R32,R/M32	P6	CMOVNAE R32, R/M32	Move if not above or equal (CF=1) (CMOVB=CMOVC=CMOVNAE)	CMOVcc.html
CMOVNB	R32,R/M32	P6	CMOVNB R32, R/M32	Move if not below (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVNBE	R32,R/M32	P6	CMOVNBE R32, R/M32	Move if not below or equal (CF=0 and ZF=0) (CMOVA=CMOVNBE)	CMOVcc.html
CMOVNC	R32,R/M32	P6	CMOVNC R32, R/M32	Move if not carry (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVNE	R32,R/M32	P6	CMOVNE R32, R/M32	Move if not equal (ZF=0) (CMOVNE=CMOVNZ)	CMOVcc.html
CMOVNG	R32,R/M32	P6	CMOVNG R32, R/M32	Move if not greater (ZF=1 or SF!=OF) (CMOVLE=CMOVNG)	CMOVcc.html
CMOVNGE	R32,R/M32	P6	CMOVNGE R32, R/M32	Move if not greater or equal (SF!=OF) (CMOVL=CMOVNGE)	CMOVcc.html
CMOVNL	R32,R/M32	P6	CMOVNL R32, R/M32	Move if not less (SF=OF) (CMOVGE=CMOVNL)	CMOVcc.html
CMOVNLE	R32,R/M32	P6	CMOVNLE R32, R/M32	Move if not less or equal (ZF=0 and SF=OF) (CMOVG=CMOVNLE)	CMOVcc.html
CMOVNO	R32,R/M32	P6	CMOVNO R32, R/M32	Move if not overflow (OF=0)	CMOVcc.html
CMOVNP	R32,R/M32	P6	CMOVNP R32, R/M32	Move if not parity (PF=0) (CMOVNP=CMOVPO)	CMOVcc.html
CMOVNS	R32,R/M32	P6	CMOVNS R32, R/M32	Move if not sign (SF=0)	CMOVcc.html
CMOVNZ	R32,R/M32	P6	CMOVNZ R32, R/M32	Move if not zero (ZF=0 CMOVNE=CMOVNZ)	CMOVcc.html
CMOVO	R32,R/M32	P6	CMOVO R32, R/M32	Move if overflow (OF=1)	CMOVcc.html
CMOVP	R32,R/M32	P6	CMOVP R32, R/M32	Move if parity (PF=1) (CMOVP=CMOVPE)	CMOVcc.html
CMOVPE	R32,R/M32	P6	CMOVPE R32, R/M32	Move if parity even (PF=1) (CMOVP=CMOVPE)	CMOVcc.html
CMOVPO	R32,R/M32	P6	CMOVPO R32, R/M32	Move if parity odd (PF=0) (CMOVNP=CMOVPO)	CMOVcc.html
CMOVS	R32,R/M32	P6	CMOVS R32, R/M32	Move if sign (SF=1)	CMOVcc.html
CMOVZ	R32,R/M32	P6	CMOVZ R32, R/M32	Move if zero (ZF=1) (CMOVE=CMOVZ)	CMOVcc.html
;
CMOVA	R64,R/M64	X64	CMOVA r64, r/m64	Move if above (CF=0 and ZF=0) (CMOVA=CMOVNBE)	CMOVcc.html
CMOVAE	R64,R/M64	X64	CMOVAE r64, r/m64	Move if above or equal (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVB	R64,R/M64	X64	CMOVB r64, r/m64	Move if below (CF=1) (CMOVB=CMOVC=CMOVNAE)	CMOVcc.html
CMOVBE	R64,R/M64	X64	CMOVBE r64, r/m64	Move if below or equal (CF=1 or ZF=1) (CMOVBE=CMOVNA)	CMOVcc.html
CMOVE	R64,R/M64	X64	CMOVE r64, r/m64	Move if equal (ZF=1) (CMOVE=CMOVZ)	CMOVcc.html
CMOVG	R64,R/M64	X64	CMOVG r64, r/m64	Move if greater (ZF=0 and SF=OF) (CMOVG=CMOVNLE)	CMOVcc.html
CMOVGE	R64,R/M64	X64	CMOVGE r64, r/m64	Move if greater or equal (SF=OF) (CMOVGE=CMOVNL)	CMOVcc.html
CMOVL	R64,R/M64	X64	CMOVL r64, r/m64	Move if less (SF!=OF) (CMOVL=CMOVNGE)	CMOVcc.html
CMOVLE	R64,R/M64	X64	CMOVLE r64, r/m64	Move if less or equal (ZF=1 or SF!=OF) (CMOVLE=CMOVNG)	CMOVcc.html
CMOVNA	R64,R/M64	X64	CMOVNA r64, r/m64	Move if not above (CF=1 or ZF=1) (CMOVBE=CMOVNA)	CMOVcc.html
CMOVNAE	R64,R/M64	X64	CMOVNAE r64, r/m64	Move if not above or equal (CF=1) (CMOVB=CMOVC=CMOVNAE)	CMOVcc.html
CMOVNB	R64,R/M64	X64	CMOVNB r64, r/m64	Move if not below (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVNBE	R64,R/M64	X64	CMOVNBE r64, r/m64	Move if not below or equal (CF=0 and ZF=0) (CMOVA=CMOVNBE)	CMOVcc.html
CMOVNC	R64,R/M64	X64	CMOVNC r64, r/m64	Move if not carry (CF=0) (CMOVAE=CMOVNB=CMOVNC)	CMOVcc.html
CMOVNE	R64,R/M64	X64	CMOVNE r64, r/m64	Move if not equal (ZF=0) (CMOVNE=CMOVNZ)	CMOVcc.html
CMOVNG	R64,R/M64	X64	CMOVNG r64, r/m64	Move if not greater (ZF=1 or SF!=OF) (CMOVLE=CMOVNG)	CMOVcc.html
CMOVNGE	R64,R/M64	X64	CMOVNGE r64, r/m64	Move if not greater or equal (SF!=OF) (CMOVL=CMOVNGE)	CMOVcc.html
CMOVNL	R64,R/M64	X64	CMOVNL r64, r/m64	Move if not less (SF=OF) (CMOVGE=CMOVNL)	CMOVcc.html
CMOVNLE	R64,R/M64	X64	CMOVNLE r64, r/m64	Move if not less or equal (ZF=0 and SF=OF) (CMOVG=CMOVNLE)	CMOVcc.html
CMOVNO	R64,R/M64	X64	CMOVNO r64, r/m64	Move if not overflow (OF=0)	CMOVcc.html
CMOVNP	R64,R/M64	X64	CMOVNP r64, r/m64	Move if not parity (PF=0) (CMOVNP=CMOVPO)	CMOVcc.html
CMOVNS	R64,R/M64	X64	CMOVNS r64, r/m64	Move if not sign (SF=0)	CMOVcc.html
CMOVNZ	R64,R/M64	X64	CMOVNZ r64, r/m64	Move if not zero (ZF=0 CMOVNE=CMOVNZ)	CMOVcc.html
CMOVO	R64,R/M64	X64	CMOVO r64, r/m64	Move if overflow (OF=1)	CMOVcc.html
CMOVP	R64,R/M64	X64	CMOVP r64, r/m64	Move if parity (PF=1) (CMOVP=CMOVPE)	CMOVcc.html
CMOVPE	R64,R/M64	X64	CMOVPE r64, r/m64	Move if parity even (PF=1) (CMOVP=CMOVPE)	CMOVcc.html
CMOVPO	R64,R/M64	X64	CMOVPO r64, r/m64	Move if parity odd (PF=0) (CMOVNP=CMOVPO)	CMOVcc.html
CMOVS	R64,R/M64	X64	CMOVS r64, r/m64	Move if sign (SF=1)	CMOVcc.html
CMOVZ	R64,R/M64	X64	CMOVZ r64, r/m64	Move if zero (ZF=1) (CMOVE=CMOVZ)	CMOVcc.html
;
JA	IMM|NEAR	386	JA IMM|NEAR	Jump if above (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JAE	IMM|NEAR	386	JAE IMM|NEAR	Jump if above or equal (CF=0) (JAE=JNB)	Jcc.html
JB	IMM|NEAR	386	JB IMM|NEAR	Jump if below (CF=1) (JB=JNAE)	Jcc.html
JBE	IMM|NEAR	386	JBE IMM|NEAR	Jump if below or equal (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JC	IMM|NEAR	386	JC IMM|NEAR	Jump if carry (CF=1)	Jcc.html
JE	IMM|NEAR	386	JE IMM|NEAR	Jump if equal (ZF=1) (JE=JZ)	Jcc.html
JG	IMM|NEAR	386	JG IMM|NEAR	Jump if greater (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JGE	IMM|NEAR	386	JGE IMM|NEAR	Jump if greater or equal (SF=OF) (JGE=JNL)	Jcc.html
JL	IMM|NEAR	386	JL IMM|NEAR	Jump if less (SF!=OF) (JL=JNGE)	Jcc.html
JLE	IMM|NEAR	386	JLE IMM|NEAR	Jump if less or equal (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNA	IMM|NEAR	386	JNA IMM|NEAR	Jump if not above (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JNAE	IMM|NEAR	386	JNAE IMM|NEAR	Jump if not above or equal (CF=1) (JB=JNAE)	Jcc.html
JNB	IMM|NEAR	386	JNB IMM|NEAR	Jump if not below (CF=0) (JAE=JNB)	Jcc.html
JNBE	IMM|NEAR	386	JNBE IMM|NEAR	Jump if not below or equal (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JNC	IMM|NEAR	386	JNC IMM|NEAR	Jump if not carry (CF=0)	Jcc.html
JNE	IMM|NEAR	386	JNE IMM|NEAR	Jump if not equal (ZF=0) (JNE=JNZ)	Jcc.html
JNG	IMM|NEAR	386	JNG IMM|NEAR	Jump if not greater (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNGE	IMM|NEAR	386	JNGE IMM|NEAR	Jump if not greater or equal (SF!=OF) (JL=JNGE)	Jcc.html
JNL	IMM|NEAR	386	JNL IMM|NEAR	Jump if not less (SF=OF) (JGE=JNL)	Jcc.html
JNLE	IMM|NEAR	386	JNLE IMM|NEAR	Jump if not less or equal (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JNO	IMM|NEAR	386	JNO IMM|NEAR	Jump if not overflow (OF=0)	Jcc.html
JNP	IMM|NEAR	386	JNP IMM|NEAR	Jump if not parity (PF=0) (JNP=JPO)	Jcc.html
JNS	IMM|NEAR	386	JNS IMM|NEAR	Jump if not sign (SF=0)	Jcc.html
JNZ	IMM|NEAR	386	JNZ IMM|NEAR	Jump if not zero (ZF=0) (JNE=JNZ)	Jcc.html
JO	IMM|NEAR	386	JO IMM|NEAR	Jump if overflow (OF=1)	Jcc.html
JP	IMM|NEAR	386	JP IMM|NEAR	Jump if parity (PF=1) (JP=JPE)	Jcc.html
JPE	IMM|NEAR	386	JPE IMM|NEAR	Jump if parity even (PF=1) (JP=JPE)	Jcc.html
JPO	IMM|NEAR	386	JPO IMM|NEAR	Jump if parity odd (PF=0) (JNP=JPO)	Jcc.html
JS	IMM|NEAR	386	JS IMM|NEAR	Jump if sign (SF=1)	Jcc.html
JZ	IMM|NEAR	386	JZ IMM|NEAR	Jump if zero (ZF=1) (JE=JZ)	Jcc.html
;
JA	IMM16|NEAR	386	JA IMM16|NEAR	Jump if above (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JAE	IMM16|NEAR	386	JAE IMM16|NEAR	Jump if above or equal (CF=0) (JAE=JNB)	Jcc.html
JB	IMM16|NEAR	386	JB IMM16|NEAR	Jump if below (CF=1) (JB=JNAE)	Jcc.html
JBE	IMM16|NEAR	386	JBE IMM16|NEAR	Jump if below or equal (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JC	IMM16|NEAR	386	JC IMM16|NEAR	Jump if carry (CF=1)	Jcc.html
JE	IMM16|NEAR	386	JE IMM16|NEAR	Jump if equal (ZF=1) (JE=JZ)	Jcc.html
JG	IMM16|NEAR	386	JG IMM16|NEAR	Jump if greater (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JGE	IMM16|NEAR	386	JGE IMM16|NEAR	Jump if greater or equal (SF=OF) (JGE=JNL)	Jcc.html
JL	IMM16|NEAR	386	JL IMM16|NEAR	Jump if less (SF!=OF) (JL=JNGE)	Jcc.html
JLE	IMM16|NEAR	386	JLE IMM16|NEAR	Jump if less or equal (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNA	IMM16|NEAR	386	JNA IMM16|NEAR	Jump if not above (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JNAE	IMM16|NEAR	386	JNAE IMM16|NEAR	Jump if not above or equal (CF=1) (JB=JNAE)	Jcc.html
JNB	IMM16|NEAR	386	JNB IMM16|NEAR	Jump if not below (CF=0) (JAE=JNB)	Jcc.html
JNBE	IMM16|NEAR	386	JNBE IMM16|NEAR	Jump if not below or equal (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JNC	IMM16|NEAR	386	JNC IMM16|NEAR	Jump if not carry (CF=0)	Jcc.html
JNE	IMM16|NEAR	386	JNE IMM16|NEAR	Jump if not equal (ZF=0) (JNE=JNZ)	Jcc.html
JNG	IMM16|NEAR	386	JNG IMM16|NEAR	Jump if not greater (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNGE	IMM16|NEAR	386	JNGE IMM16|NEAR	Jump if not greater or equal (SF!=OF) (JL=JNGE)	Jcc.html
JNL	IMM16|NEAR	386	JNL IMM16|NEAR	Jump if not less (SF=OF) (JGE=JNL)	Jcc.html
JNLE	IMM16|NEAR	386	JNLE IMM16|NEAR	Jump if not less or equal (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JNO	IMM16|NEAR	386	JNO IMM16|NEAR	Jump if not overflow (OF=0)	Jcc.html
JNP	IMM16|NEAR	386	JNP IMM16|NEAR	Jump if not parity (PF=0) (JNP=JPO)	Jcc.html
JNS	IMM16|NEAR	386	JNS IMM16|NEAR	Jump if not sign (SF=0)	Jcc.html
JNZ	IMM16|NEAR	386	JNZ IMM16|NEAR	Jump if not zero (ZF=0) (JNE=JNZ)	Jcc.html
JO	IMM16|NEAR	386	JO IMM16|NEAR	Jump if overflow (OF=1)	Jcc.html
JP	IMM16|NEAR	386	JP IMM16|NEAR	Jump if parity (PF=1) (JP=JPE)	Jcc.html
JPE	IMM16|NEAR	386	JPE IMM16|NEAR	Jump if parity even (PF=1) (JP=JPE)	Jcc.html
JPO	IMM16|NEAR	386	JPO IMM16|NEAR	Jump if parity odd (PF=0) (JNP=JPO)	Jcc.html
JS	IMM16|NEAR	386	JS IMM16|NEAR	Jump if sign (SF=1)	Jcc.html
JZ	IMM16|NEAR	386	JZ IMM16|NEAR	Jump if zero (ZF=1) (JE=JZ)	Jcc.html
;
JA	IMM32|NEAR	386	JA IMM32|NEAR	Jump if above (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JAE	IMM32|NEAR	386	JAE IMM32|NEAR	Jump if above or equal (CF=0) (JAE=JNB)	Jcc.html
JB	IMM32|NEAR	386	JB IMM32|NEAR	Jump if below (CF=1) (JB=JNAE)	Jcc.html
JBE	IMM32|NEAR	386	JBE IMM32|NEAR	Jump if below or equal (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JC	IMM32|NEAR	386	JC IMM32|NEAR	Jump if carry (CF=1)	Jcc.html
JE	IMM32|NEAR	386	JE IMM32|NEAR	Jump if equal (ZF=1) (JE=JZ)	Jcc.html
JG	IMM32|NEAR	386	JG IMM32|NEAR	Jump if greater (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JGE	IMM32|NEAR	386	JGE IMM32|NEAR	Jump if greater or equal (SF=OF) (JGE=JNL)	Jcc.html
JL	IMM32|NEAR	386	JL IMM32|NEAR	Jump if less (SF!=OF) (JL=JNGE)	Jcc.html
JLE	IMM32|NEAR	386	JLE IMM32|NEAR	Jump if less or equal (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNA	IMM32|NEAR	386	JNA IMM32|NEAR	Jump if not above (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JNAE	IMM32|NEAR	386	JNAE IMM32|NEAR	Jump if not above or equal (CF=1) (JB=JNAE)	Jcc.html
JNB	IMM32|NEAR	386	JNB IMM32|NEAR	Jump if not below (CF=0) (JAE=JNB)	Jcc.html
JNBE	IMM32|NEAR	386	JNBE IMM32|NEAR	Jump if not below or equal (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JNC	IMM32|NEAR	386	JNC IMM32|NEAR	Jump if not carry (CF=0)	Jcc.html
JNE	IMM32|NEAR	386	JNE IMM32|NEAR	Jump if not equal (ZF=0) (JNE=JNZ)	Jcc.html
JNG	IMM32|NEAR	386	JNG IMM32|NEAR	Jump if not greater (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNGE	IMM32|NEAR	386	JNGE IMM32|NEAR	Jump if not greater or equal (SF!=OF) (JL=JNGE)	Jcc.html
JNL	IMM32|NEAR	386	JNL IMM32|NEAR	Jump if not less (SF=OF) (JGE=JNL)	Jcc.html
JNLE	IMM32|NEAR	386	JNLE IMM32|NEAR	Jump if not less or equal (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JNO	IMM32|NEAR	386	JNO IMM32|NEAR	Jump if not overflow (OF=0)	Jcc.html
JNP	IMM32|NEAR	386	JNP IMM32|NEAR	Jump if not parity (PF=0) (JNP=JPO)	Jcc.html
JNS	IMM32|NEAR	386	JNS IMM32|NEAR	Jump if not sign (SF=0)	Jcc.html
JNZ	IMM32|NEAR	386	JNZ IMM32|NEAR	Jump if not zero (ZF=0) (JNE=JNZ)	Jcc.html
JO	IMM32|NEAR	386	JO IMM32|NEAR	Jump if overflow (OF=1)	Jcc.html
JP	IMM32|NEAR	386	JP IMM32|NEAR	Jump if parity (PF=1) (JP=JPE)	Jcc.html
JPE	IMM32|NEAR	386	JPE IMM32|NEAR	Jump if parity even (PF=1) (JP=JPE)	Jcc.html
JPO	IMM32|NEAR	386	JPO IMM32|NEAR	Jump if parity odd (PF=0) (JNP=JPO)	Jcc.html
JS	IMM32|NEAR	386	JS IMM32|NEAR	Jump if sign (SF=1)	Jcc.html
JZ	IMM32|NEAR	386	JZ IMM32|NEAR	Jump if zero (ZF=1) (JE=JZ)	Jcc.html
;
JA	IMM64|NEAR	X64	JA IMM64|NEAR	Jump if above (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JAE	IMM64|NEAR	X64	JAE IMM64|NEAR	Jump if above or equal (CF=0) (JAE=JNB)	Jcc.html
JB	IMM64|NEAR	X64	JB IMM64|NEAR	Jump if below (CF=1) (JB=JNAE)	Jcc.html
JBE	IMM64|NEAR	X64	JBE IMM64|NEAR	Jump if below or equal (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JC	IMM64|NEAR	X64	JC IMM64|NEAR	Jump if carry (CF=1)	Jcc.html
JE	IMM64|NEAR	X64	JE IMM64|NEAR	Jump if equal (ZF=1) (JE=JZ)	Jcc.html
JG	IMM64|NEAR	X64	JG IMM64|NEAR	Jump if greater (ZF=0 and SF=OF) (JG=JNLE)	Jcc.html
JGE	IMM64|NEAR	X64	JGE IMM64|NEAR	Jump if greater or equal (SF=OF) (JGE=JNL)	Jcc.html
JL	IMM64|NEAR	X64	JL IMM64|NEAR	Jump if less (SF!=OF) (JL=JNGE)	Jcc.html
JLE	IMM64|NEAR	X64	JLE IMM64|NEAR	Jump if less or equal (ZF=1 or SF!=OF) (JLE=JNG)	Jcc.html
JNA	IMM64|NEAR	X64	JNA IMM64|NEAR	Jump if not above (CF=1 or ZF=1) (JBE=JNA)	Jcc.html
JNAE	IMM64|NEAR	X64	JNAE IMM64|NEAR	Jump if not above or equal (CF=1) (JB=JNAE)	Jcc.html
JNB	IMM64|NEAR	X64	JNB IMM64|NEAR	Jump if not below (CF=0) (JAE=JNB)	Jcc.html
JNBE	IMM64|NEAR	X64	JNBE IMM64|NEAR	Jump if not below or equal (CF=0 and ZF=0) (JA=JNBE)	Jcc.html
JNC	IMM64|NEAR	X64	JNC IMM64|NEAR	Jump if not carry (CF=0)	Jcc.html
