;AMD Zen 3
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1			0.33	PREFETCH_NOP
VXORPD	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX
VXORPS	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VXORPS	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX
VZEROUPPER		1	1			0.25	AVX
VBROADCASTI128	YMM, M128	1	1			0.50	AVX2
VBROADCASTSS	XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VEXTRACTI128	M128, YMM, I8	2	2	1*FP01+1*FP45	11	1.00	AVX2
VINSERTI128	YMM, YMM, M128, I8	1	1	1*FP01	1	1.00	AVX2
VMOVNTDQA	YMM, M256	1	1			0.50	AVX2
VMPSADBW	YMM, YMM, YMM, I8	3	3	1*FP03+1*FP1+1*FP12	4	2.00	AVX2
VPABSB	YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPABSD	YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPABSW	YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPACKSSDW	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPACKSSWB	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPACKUSDW	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPACKUSWB	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPADDB	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPADDD	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPADDQ	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPADDSB	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPADDSW	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPADDUSB	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPADDUSW	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPADDW	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPALIGNR	YMM, YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX2
VPAND	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPANDN	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPAVGB	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPAVGW	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPBLENDD	XMM, XMM, XMM, I8	1	1	1*FP0123	1	0.37	AVX2
VPBLENDD	YMM, YMM, YMM, I8	1	1	1*FP0123	1	0.37	AVX2
VPBLENDVB	YMM, YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPBLENDW	YMM, YMM, YMM, I8	1	1	1*FP0123	1	0.37	AVX2
VPBROADCASTB	XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPBROADCASTB	YMM, XMM	1	1	1*FP01	1	1.00	AVX2
VPBROADCASTD	XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPBROADCASTD	YMM, XMM	1	1	1*FP01	1	1.00	AVX2
VPBROADCASTQ	XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPBROADCASTQ	YMM, XMM	1	1	1*FP01	1	1.00	AVX2
VPBROADCASTW	XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPBROADCASTW	YMM, XMM	1	1	1*FP01	1	1.00	AVX2
VPCMPEQB	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPCMPEQD	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPCMPEQQ	YMM, YMM, YMM	1	1	1*FP01	1	0.50	AVX2
VPCMPEQW	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPCMPGTB	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPCMPGTD	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPCMPGTQ	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPCMPGTW	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPERM2I128	YMM, YMM, YMM, I8	1	1	1*FP01	3	1.00	AVX2
VPERMD	YMM, YMM, YMM	2	2	2*FP01	8	1.33	AVX2
VPERMPD	YMM, YMM, I8	2	2	1*FP01+1*FP12	6	1.27	AVX2
VPERMPS	YMM, YMM, YMM	2	2	2*FP01	8	1.33	AVX2
VPERMQ	YMM, YMM, I8	2	2	1*FP01+1*FP12	6	1.27	AVX2
VPHADDD	YMM, YMM, YMM	3	3	1*FP0123+1*FP1+1*FP12	2	2.00	AVX2
VPHADDSW	YMM, YMM, YMM	3	3	1*FP0123+1*FP1+1*FP12	2	2.00	AVX2
VPHADDW	YMM, YMM, YMM	3	3	1*FP0123+1*FP1+1*FP12	2	2.00	AVX2
VPHSUBD	YMM, YMM, YMM	3	3	1*FP0123+1*FP1+1*FP12	2	2.00	AVX2
VPHSUBSW	YMM, YMM, YMM	3	3	1*FP0123+1*FP1+1*FP12	2	2.00	AVX2
VPHSUBW	YMM, YMM, YMM	3	3	1*FP0123+1*FP1+1*FP12	2	2.00	AVX2
VPMADDUBSW	YMM, YMM, YMM	1	1	1*FP03	3	0.50	AVX2
VPMADDWD	YMM, YMM, YMM	1	1	1*FP03	3	0.50	AVX2
VPMASKMOVD	M256, YMM, YMM	42	42	1*FP0123+4*FP1+2*FP12+9*FP45	3	12.00	AVX2
VPMASKMOVD	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPMASKMOVQ	M256, YMM, YMM	18	18	3*FP1+5*FP45	0	6.00	AVX2
VPMASKMOVQ	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPMAXSB	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMAXSD	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMAXSW	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPMAXUB	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPMAXUD	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMAXUW	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMINSB	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMINSD	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMINSW	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPMINUB	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX2
VPMINUD	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMINUW	YMM, YMM, YMM	1	1	1*FP0123	1	0.31	AVX2
VPMOVSXBD	YMM, M64	1	1	1*FP12		0.50	AVX2
VPMOVSXBQ	YMM, M32	1	1	1*FP12		0.50	AVX2
VPMOVSXBW	YMM, M128	1	1	1*FP12		0.50	AVX2
VPMOVSXDQ	YMM, M128	1	1	1*FP12		0.50	AVX2
VPMOVSXWD	YMM, M128	1	1	1*FP12		0.50	AVX2
VPMOVSXWQ	YMM, M64	1	1	1*FP12		0.50	AVX2
VPMOVZXBD	YMM, M64	1	1	1*FP12		0.50	AVX2
VPMOVZXBQ	YMM, M32	1	1	1*FP12		0.50	AVX2
VPMOVZXBW	YMM, M128	1	1	1*FP12		0.50	AVX2
VPMOVZXDQ	YMM, M128	1	1	1*FP12		0.50	AVX2
VPMOVZXWD	YMM, M128	1	1	1*FP12		0.50	AVX2
VPMOVZXWQ	YMM, M64	1	1	1*FP12		0.50	AVX2
VPMULDQ	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPMULHRSW	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPMULHUW	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPMULHW	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPMULLD	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPMULLW	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPMULUDQ	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPOR	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPSADBW	YMM, YMM, M256	1	1	1*FP03	3	0.50	AVX2
VPSHUFB	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPSHUFD	YMM, M256, I8	1	1	1*FP12		0.50	AVX2
VPSHUFHW	YMM, M256, I8	1	1	1*FP12		0.50	AVX2
VPSHUFLW	YMM, M256, I8	1	1	1*FP12		0.50	AVX2
VPSIGNB	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSIGND	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSIGNW	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSLLD	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX2
VPSLLD	YMM, YMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSLLQ	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX2
VPSLLQ	YMM, YMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSLLVD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSLLVD	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPSLLVQ	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSLLVQ	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPSLLW	YMM, YMM, M128	1	1	1*FP12	1	0.50	AVX2
VPSRAD	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX2
VPSRAD	YMM, YMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSRAVD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSRAVD	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPSRAW	YMM, YMM, M128	1	1	1*FP12	1	0.50	AVX2
VPSRLD	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX2
VPSRLD	YMM, YMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSRLQ	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX2
VPSRLQ	YMM, YMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSRLVD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSRLVD	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPSRLVQ	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX2
VPSRLVQ	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX2
VPSRLW	YMM, YMM, M128	1	1	1*FP12	1	0.50	AVX2
VPSUBB	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPSUBD	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPSUBQ	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPSUBSB	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSUBSW	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSUBUSB	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSUBUSW	YMM, YMM, M256	1	1	1*FP01	1	0.50	AVX2
VPSUBW	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VPUNPCKHBW	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKHDQ	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKHQDQ	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKHWD	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKLBW	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKLDQ	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKLQDQ	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPUNPCKLWD	YMM, YMM, M256	1	1	1*FP12	1	0.50	AVX2
VPXOR	YMM, YMM, M256	1	1	1*FP0123	1	0.50	AVX2
VGATHERDPD	XMM, VSIB_XMM, XMM	15	15	1*FP01+1*FP0123+1*FP1+3*FP45	13	3.00	AVX2GATHER
VGATHERDPS	XMM, VSIB_XMM, XMM	23	23	1*FP01+3*FP0123+3*FP1+5*FP45	15	4.00	AVX2GATHER
VGATHERQPD	XMM, VSIB_XMM, XMM	15	15	1*FP01+1*FP0123+1*FP1+3*FP45	13	3.00	AVX2GATHER
VGATHERQPS	XMM, VSIB_XMM, XMM	15	15	2*FP0123+2*FP1+3*FP45	14	3.00	AVX2GATHER
VPGATHERDD	XMM, VSIB_XMM, XMM	23	23	1*FP01+3*FP0123+3*FP1+5*FP45	15	4.00	AVX2GATHER
VPGATHERDQ	XMM, VSIB_XMM, XMM	15	15	1*FP01+1*FP0123+1*FP1+3*FP45	13	3.00	AVX2GATHER
VPGATHERQD	XMM, VSIB_XMM, XMM	15	15	2*FP0123+2*FP1+3*FP45	14	3.00	AVX2GATHER
VPGATHERQQ	XMM, VSIB_XMM, XMM	15	15	1*FP01+1*FP0123+1*FP1+3*FP45	13	3.00	AVX2GATHER
VAESDEC	XMM, XMM, M128	1	1	1*FP01	4	0.50	AVXAES
VAESDECLAST	XMM, XMM, M128	1	1	1*FP01	4	0.50	AVXAES
VAESENC	XMM, XMM, M128	1	1	1*FP01	4	0.50	AVXAES
VAESENCLAST	XMM, XMM, M128	1	1	1*FP01	4	0.50	AVXAES
VAESIMC	XMM, M128	1	1	1*FP01		0.50	AVXAES
VAESKEYGENASSIST	XMM, M128, I8	1	1	1*FP01		0.50	AVXAES
ADC	AL, 0	1	1		1	0.50	I86
ADC	AX, I16	1	1		1	0.50	I86
ADC	M16, 0	1	1		7	0.60	I86
ADC	M16, I8	1	1		7	0.60	I86
ADC	M32, 0	1	1		7	0.55	I86
ADC	M32, I8	1	1		7	0.62	I86
ADC	M64, 0	1	1		7	0.56	I86
ADC	M64, I8	1	1		7	0.50	I86
ADC	M8, 0	1	1		7	0.57	I86
ADC	M8, R8h	1	1		7	0.53	I86
ADC	R16, 0	1	1		1	0.29	I86
ADC	R16, I8	1	1		1	0.29	I86
ADC	R32, 0	1	1		1	0.29	I86
ADC	R32, I8	1	1		1	0.28	I86
ADC	R64, 0	1	1		1	0.29	I86
ADC	R64, I8	1	1		1	0.29	I86
ADC	R8h, 0	1	1		1	0.50	I86
ADC	R8h, M8	1	1		1	0.50	I86
ADC	RAX, I32	1	1		1	0.56	I86
ADC	R8h, R8l	1	1		1	0.33	I86
ADC	R8l, R8l	1	1		1	0.31	I86
ADC	R32, R32	1	1		1	0.31	I86
ADC	R8h, R8h	1	1		1	0.33	I86
ADC	R8l, R8h	1	1		1	0.33	I86
ADC	R16, R16	1	1		1	0.31	I86
ADC	R64, R64	1	1		1	0.31	I86
ADC	M16, I16	1	1		7	5.91	lock I86
ADC	M16, R16	1	1		7	5.91	lock I86
ADC	M32, I32	1	1		7	5.91	lock I86
ADC	M32, R32	1	1		7	5.91	lock I86
ADC	M64, I32	1	1		7	5.91	lock I86
ADC	M64, R64	1	1		7	5.91	lock I86
ADC	M8, I8	1	1		7	5.91	lock I86
ADC	M8, R8l	1	1		7	5.91	lock I86
ADC	R8l, I8	1	1		1	0.32	I86
ADC	R8l, I8	1	1		1	0.33	I86
ADD	AL, I8	1	1		1	0.50	I86
ADD	EAX, I32	1	1		1	0.50	I86
ADD	M16, I16	1	1			0.67	I86
ADD	M16, R16	1	1		6	0.67	I86
ADD	M32, I32	1	1			0.67	I86
ADD	M32, R32	1	1		5	0.67	I86
ADD	M64, I32	1	1			0.67	I86
ADD	M64, R64	1	1		5	0.67	I86
ADD	M8, I8	1	1			0.67	I86
ADD	M8, R8l	1	1		6	0.67	I86
ADD	R16, I16	1	1		1	0.33	I86
ADD	R16, M16	1	1		1	0.33	I86
ADD	R32, I32	1	1		1	0.40	I86
ADD	R32, M32	1	1		1	0.33	I86
ADD	R64, I32	1	1		1	0.43	I86
ADD	R64, M64	1	1		1	0.33	I86
ADD	R8h, I8	1	1		1	0.25	I86
ADD	R8l, M8	1	1		1	0.33	I86
ADD	R8h, R8h	1	1		1	0.33	I86
ADD	R8l, R8h	1	1		1	0.33	I86
ADD	R16, R16	1	1		1	0.25	I86
ADD	R64, R64	1	1		1	0.25	I86
ADD	R8h, R8l	1	1		1	0.33	I86
ADD	R8l, R8l	1	1		1	0.25	I86
ADD	R32, R32	1	1		1	0.25	I86
ADD	M16, 0	1	1			7.48	lock I86
ADD	M16, I8	1	1			7.48	lock I86
ADD	M32, 0	1	1			7.48	lock I86
ADD	M32, I8	1	1			7.48	lock I86
ADD	M64, 0	1	1			7.48	lock I86
ADD	M64, I8	1	1			7.48	lock I86
ADD	M8, 0	1	1			7.48	lock I86
ADD	M8, R8h	1	1		6	7.48	lock I86
ADD	R8l, 0	1	1		1	0.25	I86
AND	AL, 0	1	1		1	0.50	I86
AND	AX, I16	1	1		1	0.50	I86
AND	M16, 0	1	1			0.67	I86
AND	M16, I8	1	1			0.67	I86
AND	M32, 0	1	1			0.67	I86
AND	M32, I8	1	1			0.67	I86
AND	M64, 0	1	1			0.67	I86
AND	M64, I8	1	1			0.67	I86
AND	M8, 0	1	1			0.67	I86
AND	M8, R8h	1	1		6	0.67	I86
AND	R16, 0	1	1		1	0.28	I86
AND	R16, I8	1	1		1	0.28	I86
AND	R32, 0	1	1		1	0.25	I86
AND	R32, I8	1	1		1	0.25	I86
AND	R64, 0	1	1		1	0.25	I86
AND	R64, I8	1	1		1	0.25	I86
AND	R8h, 0	1	1		1	0.25	I86
AND	R8h, M8	1	1		1	0.33	I86
AND	RAX, I32	1	1		1	0.56	I86
AND	R8h, R8l	1	1		1	0.33	I86
AND	R8l, R8l	1	1		1	0.25	I86
AND	R32, R32	1	1		1	0.25	I86
AND	R8h, R8h	1	1		1	0.33	I86
AND	R8l, R8h	1	1		1	0.33	I86
AND	R16, R16	1	1		1	0.25	I86
AND	R64, R64	1	1		1	0.25	I86
AND	M16, I16	1	1			7.48	lock I86
AND	M16, R16	1	1		6	7.48	lock I86
AND	M32, I32	1	1			7.48	lock I86
AND	M32, R32	1	1		5	7.48	lock I86
AND	M64, I32	1	1			7.48	lock I86
AND	M64, R64	1	1		5	7.48	lock I86
AND	M8, I8	1	1			7.48	lock I86
AND	M8, R8l	1	1		7	7.48	lock I86
AND	R8l, I8	1	1		1	0.25	I86
BSF	R16, R16	6	6		3	3.00	I386
BSF	R32, R32	6	6		3	3.00	I386
BSF	R64, R64	6	6		3	3.00	I386
BSR	R16, R16	6	6		4	4.00	I386
BSR	R32, R32	6	6		4	4.00	I386
BSR	R64, R64	6	6		4	4.00	I386
BSWAP	R64	1	1		1	0.25	I486REAL
BT	M16, I8	2	2			0.50	I386
BT	M32, 0	2	2			0.50	I386
BT	M32, R32	7	7		8	3.00	I386
BT	M64, I8	2	2			0.50	I386
BT	R16, 0	1	1		1	0.50	I386
BT	R16, R16	1	1		1	0.50	I386
BT	R32, I8	1	1		1	0.50	I386
BT	R64, 0	1	1		1	0.50	I386
BT	R64, R64	1	1		1	0.50	I386
BTC	M16, I8	4	4			2.00	I386
BTC	M32, 0	4	4			2.00	I386
BTC	M32, R32	9	9		45	3.00	I386
BTC	M64, I8	4	4			2.00	I386
BTC	R16, 0	2	2		2	1.00	I386
BTC	R16, R16	2	2		2	1.00	I386
BTC	R32, I8	2	2		2	1.00	I386
BTC	R64, 0	2	2		2	1.00	I386
BTC	R64, R64	2	2		2	1.00	I386
BTC	M16, I8	4	4			7.75	lock I386
BTC	M32, 0	4	4			7.64	lock I386
BTC	M32, R32	9	9		47	7.50	lock I386
BTC	M64, I8	4	4			7.63	lock I386
BTR	M16, 0	4	4			2.00	I386
BTR	M16, R16	9	9		46	3.00	I386
BTR	M32, I8	4	4			2.00	I386
BTR	M64, 0	4	4			2.00	I386
BTR	M64, R64	9	9		45	3.00	I386
BTR	R16, I8	2	2		2	1.00	I386
BTR	R32, 0	2	2		2	1.00	I386
BTR	R32, R32	2	2		2	1.00	I386
BTR	R64, I8	2	2		2	1.00	I386
BTR	M16, 0	4	4			7.64	lock I386
BTR	M16, R16	9	9		46	7.55	lock I386
BTR	M32, I8	4	4			7.75	lock I386
BTR	M64, 0	4	4			7.75	lock I386
BTR	M64, R64	9	9		41	7.53	lock I386
BTS	M16, I8	4	4			2.00	I386
BTS	M32, 0	4	4			2.00	I386
BTS	M32, R32	9	9		45	3.00	I386
BTS	M64, I8	4	4			2.00	I386
BTS	R16, 0	2	2		2	1.00	I386
BTS	R16, R16	2	2		2	1.00	I386
BTS	R32, I8	2	2		2	1.00	I386
BTS	R64, 0	2	2		2	1.00	I386
BTS	R64, R64	2	2		2	1.00	I386
BTS	M16, I8	4	4			7.64	lock I386
BTS	M32, 0	4	4			7.75	lock I386
BTS	M32, R32	9	9		42	7.53	lock I386
BTS	M64, I8	4	4			7.80	lock I386
CALL	R64	2	2			9.72	I86
CBW		1	1		1	0.50	I86
CLC		1	1			0.25	I86
CLI		7	7			9.00	I86
CMC		1	1		1	0.50	I86
CMOVB	R16, R16	1	1		1	0.50	CMOV
CMOVB	R32, R32	1	1		1	0.50	CMOV
CMOVB	R64, R64	1	1		1	0.50	CMOV
CMOVBE	R16, R16	1	1		1	0.50	CMOV
CMOVBE	R32, R32	1	1		1	0.50	CMOV
CMOVBE	R64, R64	1	1		1	0.50	CMOV
CMOVL	R16, R16	1	1		1	0.50	CMOV
CMOVL	R32, R32	1	1		1	0.50	CMOV
CMOVL	R64, R64	1	1		1	0.50	CMOV
CMOVLE	R16, R16	1	1		1	0.50	CMOV
CMOVLE	R32, R32	1	1		1	0.50	CMOV
CMOVLE	R64, R64	1	1		1	0.50	CMOV
CMOVNB	R16, R16	1	1		1	0.50	CMOV
CMOVNB	R32, R32	1	1		1	0.50	CMOV
CMOVNB	R64, R64	1	1		1	0.50	CMOV
CMOVNBE	R16, R16	1	1		1	0.50	CMOV
CMOVNBE	R32, R32	1	1		1	0.50	CMOV
CMOVNBE	R64, R64	1	1		1	0.50	CMOV
CMOVNL	R16, R16	1	1		1	0.50	CMOV
CMOVNL	R32, R32	1	1		1	0.50	CMOV
CMOVNL	R64, R64	1	1		1	0.50	CMOV
CMOVNLE	R16, R16	1	1		1	0.50	CMOV
CMOVNLE	R32, R32	1	1		1	0.50	CMOV
CMOVNLE	R64, R64	1	1		1	0.50	CMOV
CMOVNO	R16, R16	1	1		1	0.50	CMOV
CMOVNO	R32, R32	1	1		1	0.50	CMOV
CMOVNO	R64, R64	1	1		1	0.50	CMOV
CMOVNP	R16, R16	1	1		1	0.50	CMOV
CMOVNP	R32, R32	1	1		1	0.50	CMOV
CMOVNP	R64, R64	1	1		1	0.50	CMOV
CMOVNS	R16, R16	1	1		1	0.50	CMOV
CMOVNS	R32, R32	1	1		1	0.50	CMOV
CMOVNS	R64, R64	1	1		1	0.50	CMOV
CMOVNZ	R16, R16	1	1		1	0.50	CMOV
CMOVNZ	R32, R32	1	1		1	0.50	CMOV
CMOVNZ	R64, R64	1	1		1	0.50	CMOV
CMOVO	R16, R16	1	1		1	0.50	CMOV
CMOVO	R32, R32	1	1		1	0.50	CMOV
CMOVO	R64, R64	1	1		1	0.50	CMOV
CMOVP	R16, R16	1	1		1	0.50	CMOV
CMOVP	R32, R32	1	1		1	0.50	CMOV
CMOVP	R64, R64	1	1		1	0.50	CMOV
CMOVS	R16, R16	1	1		1	0.50	CMOV
CMOVS	R32, R32	1	1		1	0.50	CMOV
CMOVS	R64, R64	1	1		1	0.50	CMOV
CMOVZ	R16, R16	1	1		1	0.50	CMOV
CMOVZ	R32, R32	1	1		1	0.50	CMOV
CMOVZ	R64, R64	1	1		1	0.50	CMOV
CMP	AL, I8	1	1		1	0.25	I86
CMP	EAX, I32	1	1		1	0.31	I86
CMP	M16, I16	1	1			0.37	I86
CMP	M16, R16	1	1		1	0.33	I86
CMP	M32, I32	1	1			0.44	I86
CMP	M32, R32	1	1		1	0.33	I86
CMP	M64, I32	1	1			0.44	I86
CMP	M64, R64	1	1		1	0.33	I86
CMP	M8, I8	1	1			0.33	I86
CMP	M8, R8l	1	1		1	0.33	I86
CMP	R16, I16	1	1		1	0.37	I86
CMP	R16, M16	1	1		1	0.33	I86
CMP	R32, I32	1	1		1	0.44	I86
CMP	R32, M32	1	1		1	0.33	I86
CMP	R64, I32	1	1		1	0.43	I86
CMP	R64, M64	1	1		1	0.33	I86
CMP	R8h, I8	1	1		1	0.25	I86
CMP	R8l, M8	1	1		1	0.33	I86
CMPSB		6	6		3	3.00	I86
REPNE_CMPSB		3	3			19.00	I86
REPE_CMPSD		3	3			19.00	I386
CMPSW		6	6		3	3.00	I86
REPNE_CMPSW		3	3			19.00	I86
CMPXCHG	M32, R32	6	6		7	3.00	I486REAL
CMPXCHG	M8, R8h	5	5		9	3.00	I486REAL
CMPXCHG	R16, R16	5	5		2	3.00	I486REAL
CMPXCHG	R64, R64	5	5		2	3.00	I486REAL
CMPXCHG	R8h, R8l	3	3		3	2.00	I486REAL
CMPXCHG	R8l, R8l	3	3		3	2.00	I486REAL
CMPXCHG8B	M64	19	19		9	7.63	lock PENTIUMREAL
CMPXCHG	M32, R32	6	6		7	7.75	lock I486REAL
CMPXCHG	M8, R8h	5	5		9	7.55	lock I486REAL
CMP	R8h, R8h	1	1		1	0.25	I86
CMP	R8l, R8h	1	1		1	0.25	I86
CMP	R16, R16	1	1		1	0.25	I86
CMP	R64, R64	1	1		1	0.25	I86
CMP	R8h, R8l	1	1		1	0.25	I86
CMP	R8l, R8l	1	1		1	0.25	I86
CMP	R32, R32	1	1		1	0.25	I86
CMP	R8l, 0	1	1		1	0.25	I86
CPUID		82	82			128.50	I486REAL
CWDE		1	1		1	0.50	I386
DEC	M32	1	1			0.54	I86
DEC	M8	1	1			0.50	I86
DEC	R32	1	1		1	0.25	I86
DEC	R8h	1	1		1	0.25	I86
DEC	M16	1	1			5.91	lock I86
DEC	M64	1	1			5.91	lock I86
DIV	M16	3	3			4.00	I86
DIV	M64	3	3			7.00	I86
DIV	R16	2	2			4.00	I86
DIV	R64	2	2			7.00	I86
DIV	R8l	2	2		10	4.00	I86
ENTER	I16, I8	17	17			22.00	I186
IDIV	M16	3	3			4.00	I86
IDIV	M64	3	3			7.00	I86
IDIV	R16	2	2			4.00	I86
IDIV	R64	2	2			7.00	I86
IDIV	R8l	2	2		10	4.00	I86
IMUL	M32	2	2		4	1.00	I86
IMUL	M8	1	1		3	1.00	I86
IMUL	R16, M16	1	1		3	1.00	I86
IMUL	R16, M16, I16	2	2		4	1.00	I186
IMUL	R16, R16	1	1		3	1.00	I86
IMUL	R16, R16, I16	2	2		4	1.00	I186
IMUL	R32	2	2		4	1.00	I86
IMUL	R32, M32, 0	1	1			1.00	I186
IMUL	R32, M32, I8	1	1			1.00	I186
IMUL	R32, R32, 0	1	1		3	1.00	I186
IMUL	R32, R32, I8	1	1		3	1.00	I186
IMUL	R64, M64	1	1		3	1.00	I86
IMUL	R64, M64, I32	1	1			1.00	I186
IMUL	R64, R64	1	1		3	1.00	I86
IMUL	R64, R64, I32	1	1		3	1.00	I186
IMUL	R8h	1	1		3	1.00	I86
IN	AL, 0	52	52			5542.12	I86
IN	AL, I8	52	52			7378.05	I86
IN	AX, DX	52	52			10387.73	I86
IN	EAX, 0	52	52			5613.22	I86
IN	EAX, I8	52	52			16279.23	I86
INC	M32	1	1			0.50	I86
INC	M8	1	1			0.48	I86
