;Intel Cannon Lake
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1	1*p23		0.50	PREFETCH_NOP
VFMADD231PD	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADD231PD	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADD231PD	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMADD231PD	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADD231PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADD231PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADD231PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADD231PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADD231PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADD231PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADD231PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADD231PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADD231PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADD231PS	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADD231PS	XMM, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADD231PS	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADD231PS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADD231PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADD231PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADD231PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADD231PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADD231SD	XMM, K, XMM, M64	1	2	1*p01+1*p23	4	0.54	AVX512F_SCALAR
VFMADD231SD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMADD231SD	XMM, XMM, M64	1	2	1*p01+1*p23	4	0.54	AVX512F_SCALAR
VFMADD231SD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMADD231SS	XMM, K, XMM, M32	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VFMADD231SS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMADD231SS	XMM, XMM, M32	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VFMADD231SS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMADDSUB132PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB132PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADDSUB132PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB132PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB132PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADDSUB132PD	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB132PD	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB132PD	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB132PD	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB132PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB132PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB132PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB132PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB132PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB132PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADDSUB132PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB132PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB132PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADDSUB132PS	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB132PS	XMM, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMADDSUB132PS	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMADDSUB132PS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB132PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB132PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB132PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB132PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB213PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB213PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADDSUB213PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB213PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB213PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADDSUB213PD	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB213PD	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMADDSUB213PD	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB213PD	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB213PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB213PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMADDSUB213PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB213PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB213PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMADDSUB213PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADDSUB213PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMADDSUB213PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB213PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADDSUB213PS	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB213PS	XMM, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB213PS	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB213PS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB213PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB213PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB213PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB213PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB231PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB231PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADDSUB231PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB231PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB231PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADDSUB231PD	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB231PD	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMADDSUB231PD	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB231PD	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB231PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB231PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB231PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB231PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB231PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB231PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMADDSUB231PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB231PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB231PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMADDSUB231PS	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMADDSUB231PS	XMM, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB231PS	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMADDSUB231PS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB231PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMADDSUB231PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMADDSUB231PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMADDSUB231PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB132PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB132PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUB132PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PD	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PD	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB132PD	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB132PD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB132PD	YMM, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB132PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB132PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB132PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB132PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB132PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB132PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB132PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUB132PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PS	ZMM, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PS	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB132PS	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB132PS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB132PS	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB132PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB132PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB132PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUB132PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB132PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB132SD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB132SD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB132SD	XMM, K, XMM, M64	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VFMSUB132SS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB132SS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB132SS	XMM, K, XMM, M32	1	2	1*p01+1*p23	4	0.54	AVX512F_SCALAR
VFMSUB213PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUB213PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB213PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUB213PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB213PD	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB213PD	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB213PD	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB213PD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB213PD	YMM, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB213PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB213PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB213PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB213PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB213PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB213PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB213PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB213PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUB213PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB213PS	ZMM, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB213PS	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB213PS	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB213PS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB213PS	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB213PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB213PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB213PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB213PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB213PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB213SD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB213SD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB213SD	XMM, K, XMM, M64	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VFMSUB213SS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB213SS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB213SS	XMM, K, XMM, M32	1	2	1*p01+1*p23	4	0.54	AVX512F_SCALAR
VFMSUB231PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUB231PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUB231PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUB231PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB231PD	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB231PD	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB231PD	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUB231PD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB231PD	YMM, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB231PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUB231PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB231PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB231PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB231PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB231PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB231PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB231PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUB231PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB231PS	ZMM, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB231PS	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB231PS	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB231PS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB231PS	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB231PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUB231PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUB231PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUB231PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUB231PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUB231SD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB231SD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB231SD	XMM, K, XMM, M64	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VFMSUB231SS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB231SS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VFMSUB231SS	XMM, K, XMM, M32	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VFMSUBADD132PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD132PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUBADD132PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD132PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD132PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUBADD132PD	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD132PD	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUBADD132PD	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUBADD132PD	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD132PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUBADD132PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD132PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD132PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD132PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD132PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUBADD132PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUBADD132PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD132PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUBADD132PS	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD132PS	XMM, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VFMSUBADD132PS	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD132PS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD132PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD132PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD132PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD132PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD213PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD213PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUBADD213PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUBADD213PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD213PD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUBADD213PD	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD213PD	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD213PD	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUBADD213PD	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD213PD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD213PD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD213PD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD213PD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD213PS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD213PS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUBADD213PS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUBADD213PS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD213PS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VFMSUBADD213PS	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD213PS	XMM, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD213PS	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD213PS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD213PS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD213PS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VFMSUBADD213PS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VFMSUBADD213PS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VFMSUBADD231PD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VFMSUBADD231PD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VFMSUBADD231PD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VFMSUBADD231PD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
