;Intel Conroe (Core 2)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1	1*p015		3.00	PREFETCH_NOP
MOV	R8h, R8l	1	1	1*p015	1	0.33	I86
MOV	R8l, R8l	1	1	1*p015	1	0.33	I86
MOV	R32, R32	1	1	1*p015	1	0.33	I86
MOV	R8h, R8h	1	1	1*p015	1	0.33	I86
MOV	R8l, R8h	1	1	1*p015	1	0.33	I86
MOV	R16, R16	1	1	1*p015	1	0.33	I86
MOV	R64, R64	1	1	1*p015	1	0.33	I86
MOV_CR	R64, CR	6	6	2*p0+2*p015+2*p5		8.03	I86
MOV_DR	R64, DR	31	31	2*p0+4*p015+6*p05+10*p1+9*p5	100	32.00	I86
MUL	M32	4	4	1*p015+1*p05+1*p1+1*p2	4	1.50	I86
MUL	M8	2	2	1*p1+1*p2	3	1.00	I86
MUL	R32	3	3	1*p015+1*p05+1*p1	4	1.53	I86
MUL	R8h	1	1	1*p1	3	1.00	I86
NEG	M16	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
NEG	M64	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
NEG	R16	1	1	1*p015	1	0.33	I86
NEG	R64	1	1	1*p015	1	0.33	I86
NEG	R8l	1	1	1*p015	1	0.33	I86
NEG	M32	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
NEG	M8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
NOP	M16	1	1	1*p015		1.00	FAT_NOP
NOP	M64	1	1	1*p015		1.00	FAT_NOP
NOP	R32	1	1	1*p015		1.00	FAT_NOP
NOT	M16	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
NOT	M64	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
NOT	R16	1	1	1*p015	1	0.33	I86
NOT	R64	1	1	1*p015	1	0.33	I86
NOT	R8l	1	1	1*p015	1	0.33	I86
NOT	M32	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
NOT	M8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	AL, I8	1	1	1*p015	1	0.67	I86
OR	EAX, I32	1	1	1*p015	1	0.67	I86
OR	M16, I16	4	4	1*p015+1*p2+1*p3+1*p4		2.96	I86
OR	M16, R16	4	4	1*p015+1*p2+1*p3+1*p4	5	1.00	I86
OR	M32, I32	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
OR	M32, R32	4	4	1*p015+1*p2+1*p3+1*p4	5	1.00	I86
OR	M64, I32	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
OR	M64, R64	4	4	1*p015+1*p2+1*p3+1*p4	5	1.00	I86
OR	M8, I8	4	4	1*p015+1*p2+1*p3+1*p4		2.00	I86
OR	M8, R8l	4	4	1*p015+1*p2+1*p3+1*p4	5	2.28	I86
OR	R16, I16	1	1	1*p015	1	2.43	I86
OR	R16, M16	2	2	1*p015+1*p2	1	1.00	I86
OR	R32, I32	1	1	1*p015	1	0.40	I86
OR	R32, M32	2	2	1*p015+1*p2	1	1.00	I86
OR	R64, I32	1	1	1*p015	1	0.44	I86
OR	R64, M64	2	2	1*p015+1*p2	1	1.00	I86
OR	R8h, I8	1	1	1*p015	1	0.33	I86
OR	R8l, M8	2	2	1*p015+1*p2	1	1.00	I86
OR	R8h, R8h	1	1	1*p015	1	0.33	I86
OR	R8l, R8h	1	1	1*p015	1	0.42	I86
OR	R16, R16	1	1	1*p015	1	0.33	I86
OR	R64, R64	1	1	1*p015	1	0.33	I86
OR	R8h, R8l	1	1	1*p015	1	0.33	I86
OR	R8l, R8l	1	1	1*p015	1	0.33	I86
OR	R32, R32	1	1	1*p015	1	0.33	I86
OR	M16, 0	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M16, I8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M32, 0	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M32, I8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M64, 0	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M64, I8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M8, 0	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
OR	M8, R8h	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
OR	R8l, 0	1	1	1*p015	1	0.33	I86
OUT	0, AL	47	47	5*p0+4*p015+1*p05+12*p1+1*p2+1*p3+1*p4+22*p5		3270.67	I86
OUT	0, EAX	47	47	5*p0+4*p015+1*p05+12*p1+1*p2+1*p3+1*p4+22*p5		3282.67	I86
OUT	DX, AX	47	47	5*p0+4*p015+1*p05+12*p1+1*p2+1*p3+1*p4+22*p5		2027.60	I86
OUT	I8, AL	47	47	5*p0+4*p015+1*p05+12*p1+1*p2+1*p3+1*p4+22*p5		2023.13	I86
OUT	I8, EAX	47	47	5*p0+4*p015+1*p05+12*p1+1*p2+1*p3+1*p4+22*p5		2029.27	I86
REP_OUTSB		58	58	5*p0+5*p015+1*p05+16*p1+4*p2+1*p3+26*p5		171.40	I186
OUTSD		50	50	5*p0+4*p015+1*p05+11*p1+4*p2+1*p3+1*p4+23*p5		2022.53	I386
REP_OUTSD		58	58	5*p0+5*p015+1*p05+16*p1+4*p2+1*p3+26*p5		171.50	I386
REP_OUTSW		58	58	5*p0+5*p015+1*p05+16*p1+4*p2+1*p3+26*p5		171.50	I186
POP	M16	3	3	1*p2+1*p3+1*p4		1.00	I86
POP	R16	1	1	1*p2	0	1.00	I86
POPF		32	32	11*p015+6*p05+7*p1+1*p2+7*p5		21.00	I86
PUSH	FS	3	3	1*p2+1*p3+1*p4		1.00	I86
PUSH	I32	2	2	1*p3+1*p4		1.03	I186
PUSH	M16	3	3	1*p2+1*p3+1*p4		1.35	I86
PUSH	R16	2	2	1*p3+1*p4	4	1.09	I86
PUSHF		16	16	11*p015+1*p05+1*p3+1*p4+2*p5	12	7.00	I86
PUSH	I16	2	2	1*p3+1*p4		1.75	I186
RCL	M16, 0	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5		13.00	I186
RCL	M16, CL	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5	10	7.00	I86
RCL	M32, 0	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5		13.00	I186
RCL	M32, CL	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5	10	7.00	I86
RCL	M64, 0	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5		13.00	I186
RCL	M64, CL	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5	10	7.00	I86
RCL	M8, 0	11	11	1*p015+6*p05+1*p1+1*p2+1*p3+1*p4		13.00	I186
RCL	M8, CL	11	11	1*p015+6*p05+1*p1+1*p2+1*p3+1*p4	12	7.00	I86
RCL	R16, 0	6	6	2*p015+2*p05+1*p1+1*p5	3	10.00	I186
RCL	R16, CL	6	6	2*p015+2*p05+1*p1+1*p5	11	5.00	I86
RCL	R32, 0	6	6	2*p015+2*p05+1*p1+1*p5	3	10.00	I186
RCL	R32, CL	6	6	2*p015+2*p05+1*p1+1*p5	11	5.00	I86
RCL	R64, 0	6	6	2*p015+2*p05+1*p1+1*p5	3	10.00	I186
RCL	R64, CL	6	6	2*p015+2*p05+1*p1+1*p5	11	5.00	I86
RCL	R8h, 0	8	8	2*p015+5*p05+1*p1	6	10.00	I186
RCL	R8h, CL	8	8	2*p015+5*p05+1*p1	10	6.00	I86
RCL	R8l, CL	8	8	2*p015+5*p05+1*p1	10	6.00	I86
RCL	R8l, 1	2	2	1*p015+1*p05	2	1.00	I86
RCL	R8l, 0	8	8	2*p015+5*p05+1*p1	6	10.00	I186
RCL	R8l, I8	8	8	2*p015+5*p05+1*p1	10	6.00	I186
RCR	M16, 1	6	6	1*p015+2*p05+1*p2+1*p3+1*p4	7	2.00	I86
RCR	M16, I8	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5	10	6.00	I186
RCR	M32, 1	6	6	1*p015+2*p05+1*p2+1*p3+1*p4	7	1.42	I86
RCR	M32, I8	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5	10	6.00	I186
RCR	M64, 1	6	6	1*p015+2*p05+1*p2+1*p3+1*p4	7	1.42	I86
RCR	M64, I8	10	10	2*p015+3*p05+1*p1+1*p2+1*p3+1*p4+1*p5	10	6.00	I186
RCR	M8, 1	6	6	1*p015+2*p05+1*p2+1*p3+1*p4	7	2.48	I86
RCR	M8, I8	12	12	2*p015+5*p05+1*p1+1*p2+1*p3+1*p4+1*p5	11	7.00	I186
RCR	R16, 1	2	2	1*p015+1*p05	2	1.00	I86
RCR	R16, I8	6	6	2*p015+2*p05+1*p1+1*p5	11	5.00	I186
RCR	R32, 1	2	2	1*p015+1*p05	2	1.00	I86
RCR	R32, I8	6	6	2*p015+2*p05+1*p1+1*p5	11	5.00	I186
RCR	R64, 1	2	2	1*p015+1*p05	2	1.00	I86
RCR	R64, I8	6	6	2*p015+2*p05+1*p1+1*p5	11	5.00	I186
RCR	R8h, 1	2	2	1*p015+1*p05	2	1.00	I86
RCR	R8h, I8	9	9	3*p015+4*p05+1*p1+1*p5	10	6.00	I186
RCR	R8l, 0	9	9	3*p015+5*p05+1*p1	6	11.00	I186
RCR	R8l, I8	9	9	3*p015+5*p05+1*p1	10	6.00	I186
RCR	R8l, 1	2	2	1*p015+1*p05	2	1.00	I86
RDMSR		83	83	11*p0+6*p015+5*p05+23*p1+1*p2+37*p5		154.00	PENTIUMREAL
RDTSC		28	28	6*p0+4*p015+2*p05+4*p1+12*p5		64.00	PENTIUMREAL
RET	I16	17	17	5*p015+3*p05+2*p1+5*p2+4*p5		20.25	I86
ROL	M16, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
ROL	M16, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
ROL	M32, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
ROL	M32, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
ROL	M64, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.02	I86
ROL	M64, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
ROL	M8, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.95	I86
ROL	M8, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.88	I186
ROL	R16, 1	1	1	1*p05	1	1.00	I86
ROL	R16, I8	1	1	1*p05	9	1.00	I186
ROL	R32, 1	1	1	1*p05	1	1.00	I86
ROL	R32, I8	1	1	1*p05	9	1.00	I186
ROL	R64, 1	1	1	1*p05	1	1.00	I86
ROL	R64, I8	1	1	1*p05	9	1.00	I186
ROL	R8h, 1	1	1	1*p05	1	1.00	I86
ROL	R8h, I8	1	1	1*p05	7	1.00	I186
ROL	R8l, 0	1	1	1*p05	1	1.00	I186
ROL	R8l, I8	1	1	1*p05	7	1.00	I186
ROL	R8l, 1	1	1	1*p05	1	1.00	I86
ROR	M16, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
ROR	M16, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	1.00	I86
ROR	M32, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
ROR	M32, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	1.00	I86
ROR	M64, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.09	I186
ROR	M64, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	1.00	I86
ROR	M8, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.88	I186
ROR	M8, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	2.00	I86
ROR	R16, 0	1	1	1*p05	1	1.00	I186
ROR	R16, CL	1	1	1*p05	9	1.00	I86
ROR	R32, 0	1	1	1*p05	1	1.00	I186
ROR	R32, CL	1	1	1*p05	9	1.00	I86
ROR	R64, 0	1	1	1*p05	1	1.00	I186
ROR	R64, CL	1	1	1*p05	9	1.00	I86
ROR	R8h, 0	1	1	1*p05	1	1.00	I186
ROR	R8h, CL	1	1	1*p05	7	1.00	I86
ROR	R8l, CL	1	1	1*p05	7	1.00	I86
ROR	R8l, 1	1	1	1*p05	1	1.00	I86
ROR	R8l, 0	1	1	1*p05	1	1.00	I186
ROR	R8l, I8	1	1	1*p05	7	1.00	I186
SAHF		1	1	1*p015	1	0.33	LAHF
SAR	M16, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
SAR	M16, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SAR	M32, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
SAR	M32, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SAR	M64, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
SAR	M64, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SAR	M8, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.95	I86
SAR	M8, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.88	I186
SAR	R16, 1	1	1	1*p05	1	0.50	I86
SAR	R16, I8	1	1	1*p05	1	0.50	I186
SAR	R32, 1	1	1	1*p05	1	0.50	I86
SAR	R32, I8	1	1	1*p05	1	0.50	I186
SAR	R64, 1	1	1	1*p05	1	0.50	I86
SAR	R64, I8	1	1	1*p05	1	0.50	I186
SAR	R8h, 1	1	1	1*p05	1	0.50	I86
SAR	R8h, I8	1	1	1*p05	1	0.50	I186
SAR	R8l, 0	1	1	1*p05	1	0.50	I186
SAR	R8l, I8	1	1	1*p05	1	0.50	I186
SAR	R8l, 1	1	1	1*p05	1	0.50	I86
SBB	AL, 0	2	2	2*p015	2	1.00	I86
SBB	AX, I16	2	2	2*p015	2	2.00	I86
SBB	M16, 0	6	6	3*p015+1*p2+1*p3+1*p4	7	1.44	I86
SBB	M16, I8	6	6	3*p015+1*p2+1*p3+1*p4	7	1.44	I86
SBB	M32, 0	6	6	3*p015+1*p2+1*p3+1*p4	7	1.44	I86
SBB	M32, I8	6	6	3*p015+1*p2+1*p3+1*p4	7	1.44	I86
SBB	M64, 0	6	6	3*p015+1*p2+1*p3+1*p4	7	1.44	I86
SBB	M64, I8	6	6	3*p015+1*p2+1*p3+1*p4	7	1.44	I86
SBB	M8, 0	6	6	3*p015+1*p2+1*p3+1*p4	7	2.00	I86
SBB	M8, R8h	6	6	3*p015+1*p2+1*p3+1*p4	7	2.25	I86
SBB	R16, 0	2	2	2*p015	2	1.00	I86
SBB	R16, I8	2	2	2*p015	2	1.00	I86
SBB	R32, 0	2	2	2*p015	2	1.00	I86
SBB	R32, I8	2	2	2*p015	2	1.00	I86
SBB	R64, 0	2	2	2*p015	2	1.00	I86
SBB	R64, I8	2	2	2*p015	2	1.00	I86
SBB	R8h, 0	2	2	2*p015	2	1.00	I86
SBB	R8h, M8	3	3	2*p015+1*p2	2	1.00	I86
SBB	RAX, I32	2	2	2*p015	2	1.00	I86
SBB	R8h, R8l	2	2	2*p015	2	1.00	I86
SBB	R8l, R8l	2	2	2*p015	2	1.00	I86
SBB	R32, R32	2	2	2*p015	2	1.00	I86
SBB	R8h, R8h	2	2	2*p015	2	1.00	I86
SBB	R8l, R8h	2	2	2*p015	2	1.00	I86
SBB	R16, R16	2	2	2*p015	2	1.00	I86
SBB	R64, R64	2	2	2*p015	2	1.00	I86
SBB	M16, I16	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M16, R16	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M32, I32	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M32, R32	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M64, I32	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M64, R64	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M8, I8	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	M8, R8l	9	9	2*p015+1*p05+1*p2+2*p3+1*p4+1*p5	30	21.00	lock I86
SBB	R8l, I8	2	2	2*p015	2	1.00	I86
REPE_SCASB		17	17	1*p0+5*p015+3*p05+2*p1+6*p5		19.00	I86
SCASD		4	4	2*p015+2*p2	2	2.00	I386
REPNE_SCASD		17	17	1*p0+5*p015+3*p05+2*p1+6*p5		19.00	I386
REPE_SCASW		17	17	1*p0+5*p015+3*p05+2*p1+6*p5		19.00	I86
SETB	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETB	R8l	1	1	1*p015	1	1.00	I386
SETBE	R8h	1	1	1*p015	1	1.00	I386
SETL	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETL	R8l	1	1	1*p015	1	1.00	I386
SETLE	R8h	1	1	1*p015	1	1.00	I386
SETNB	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETNB	R8l	1	1	1*p015	1	1.00	I386
SETNBE	R8h	1	1	1*p015	1	1.00	I386
SETNL	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETNL	R8l	1	1	1*p015	1	1.00	I386
SETNLE	R8h	1	1	1*p015	1	1.00	I386
SETNO	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETNO	R8l	1	1	1*p015	1	1.00	I386
SETNP	R8h	1	1	1*p015	1	1.00	I386
SETNS	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETNS	R8l	1	1	1*p015	1	1.00	I386
SETNZ	R8h	1	1	1*p015	1	1.00	I386
SETO	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETO	R8l	1	1	1*p015	1	1.00	I386
SETP	R8h	1	1	1*p015	1	1.00	I386
SETS	M8	3	3	1*p015+1*p3+1*p4	6	1.00	I386
SETS	R8l	1	1	1*p015	1	1.00	I386
SETZ	R8h	1	1	1*p015	1	1.00	I386
SGDT	M80	8	8	1*p0+2*p2+2*p3+2*p4+1*p5		4.00	I286REAL
SHL	M16, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
SHL	M16, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SHL	M32, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
SHL	M32, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SHL	M64, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I86
SHL	M64, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SHL	M8, 1	4	4	1*p05+1*p2+1*p3+1*p4		1.95	I86
SHL	M8, I8	4	4	1*p05+1*p2+1*p3+1*p4		1.88	I186
SHL	R16, 1	1	1	1*p05	1	0.50	I86
SHL	R16, I8	1	1	1*p05	1	0.50	I186
SHL	R32, 1	1	1	1*p05	1	0.50	I86
SHL	R32, I8	1	1	1*p05	1	0.50	I186
SHL	R64, 1	1	1	1*p05	1	0.50	I86
SHL	R64, I8	1	1	1*p05	1	0.50	I186
SHL	R8h, 1	1	1	1*p05	1	0.50	I86
SHL	R8h, I8	1	1	1*p05	1	0.50	I186
SHLD	M16, R16, 0	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	5	2.43	I386
SHLD	M16, R16, I8	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	9	2.43	I386
SHLD	M32, R32, CL	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	9	2.00	I386
SHLD	M64, R64, 0	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	5	1.02	I386
SHLD	M64, R64, I8	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	9	1.02	I386
SHLD	R16, R16, CL	2	2	1*p015+1*p05	10	1.00	I386
SHLD	R32, R32, 0	2	2	1*p015+1*p05	2	1.00	I386
SHLD	R32, R32, I8	2	2	1*p015+1*p05	10	1.00	I386
SHLD	R64, R64, CL	2	2	1*p015+1*p05	10	1.00	I386
SHL	R8l, 0	1	1	1*p05	1	0.50	I186
SHL	R8l, I8	1	1	1*p05	1	0.50	I186
SHL	R8l, 1	1	1	1*p05	1	0.50	I86
SHR	M16, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SHR	M16, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	1.00	I86
SHR	M32, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SHR	M32, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	1.00	I86
SHR	M64, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.00	I186
SHR	M64, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	1.00	I86
SHR	M8, 0	4	4	1*p05+1*p2+1*p3+1*p4		1.88	I186
SHR	M8, CL	4	4	1*p05+1*p2+1*p3+1*p4	7	2.00	I86
SHR	R16, 0	1	1	1*p05	1	0.50	I186
SHR	R16, CL	1	1	1*p05	9	0.50	I86
SHR	R32, 0	1	1	1*p05	1	0.50	I186
SHR	R32, CL	1	1	1*p05	9	0.50	I86
SHR	R64, 0	1	1	1*p05	1	0.50	I186
SHR	R64, CL	1	1	1*p05	9	0.50	I86
SHR	R8h, 0	1	1	1*p05	1	0.50	I186
SHR	R8h, CL	1	1	1*p05	7	0.52	I86
SHR	R8l, CL	1	1	1*p05	7	0.50	I86
SHRD	M16, R16, CL	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	9	2.00	I386
SHRD	M32, R32, 0	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	5	1.02	I386
SHRD	M32, R32, I8	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	9	1.02	I386
SHRD	M64, R64, CL	5	5	1*p015+1*p05+1*p2+1*p3+1*p4	9	2.00	I386
SHRD	R16, R16, 0	2	2	1*p015+1*p05	2	1.00	I386
SHRD	R16, R16, I8	2	2	1*p015+1*p05	10	1.00	I386
SHRD	R32, R32, CL	2	2	1*p015+1*p05	10	1.00	I386
SHRD	R64, R64, 0	2	2	1*p015+1*p05	2	1.00	I386
SHRD	R64, R64, I8	2	2	1*p015+1*p05	10	1.00	I386
SHR	R8l, 1	1	1	1*p05	1	0.50	I86
SHR	R8l, 0	1	1	1*p05	1	0.50	I186
SHR	R8l, I8	1	1	1*p05	1	0.50	I186
SLDT	M16	7	7	2*p0+1*p015+1*p2+1*p3+1*p4+1*p5		4.00	I286PROTECTED
SLDT	R32	4	4	2*p0+1*p015+1*p2		2.00	I286PROTECTED
SMSW	M16	6	6	1*p3+1*p4+4*p5		24.33	I286REAL
SMSW	R32	5	5	1*p015+1*p05+3*p5		24.00	I286REAL
STC		1	1	1*p015		0.33	I86
STI		19	19	2*p0+12*p015+1*p05+2*p1+2*p5		20.00	I86
REP_STOSB		23	23	7*p015+4*p05+4*p1+3*p3+3*p4+2*p5		12.00	I86
STOSD		4	4	1*p015+1*p2+1*p3+1*p4	0	1.09	I386
REP_STOSD		58	58	8*p015+9*p05+9*p1+13*p3+13*p4+6*p5		26.00	I386
REP_STOSW		58	58	8*p015+9*p05+9*p1+13*p3+13*p4+6*p5		26.00	I86
STR	M16	7	7	2*p0+1*p015+1*p2+1*p3+1*p4+1*p5		4.00	I286PROTECTED
STR	R32	4	4	2*p0+1*p015+1*p2		2.00	I286PROTECTED
SUB	AL, 0	1	1	1*p015	1	0.67	I86
SUB	AX, I16	1	1	1*p015	1	1.75	I86
SUB	M16, 0	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
SUB	M16, I8	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
SUB	M32, 0	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
SUB	M32, I8	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
SUB	M64, 0	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
SUB	M64, I8	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
SUB	M8, 0	4	4	1*p015+1*p2+1*p3+1*p4		2.00	I86
SUB	M8, R8h	4	4	1*p015+1*p2+1*p3+1*p4	5	2.00	I86
SUB	R16, 0	1	1	1*p015	1	0.33	I86
SUB	R16, I8	1	1	1*p015	1	0.33	I86
SUB	R32, 0	1	1	1*p015	1	0.33	I86
SUB	R32, I8	1	1	1*p015	1	0.33	I86
SUB	R64, 0	1	1	1*p015	1	0.33	I86
SUB	R64, I8	1	1	1*p015	1	0.33	I86
SUB	R8h, 0	1	1	1*p015	1	0.33	I86
SUB	R8h, M8	2	2	1*p015+1*p2	1	1.00	I86
SUB	RAX, I32	1	1	1*p015	1	0.67	I86
SUB	R8h, R8l	1	1	1*p015	1	0.33	I86
SUB	R8l, R8l	1	1	1*p015	1	0.33	I86
SUB	R32, R32	1	1	1*p015	1	0.33	I86
SUB	R8h, R8h	1	1	1*p015	1	0.33	I86
SUB	R8l, R8h	1	1	1*p015	1	0.42	I86
SUB	R16, R16	1	1	1*p015	1	0.33	I86
SUB	R64, R64	1	1	1*p015	1	0.33	I86
SUB	M16, I16	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
SUB	M16, R16	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
SUB	M32, I32	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
SUB	M32, R32	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
SUB	M64, I32	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
SUB	M64, R64	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
SUB	M8, I8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.15	lock I86
SUB	M8, R8l	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	29	20.25	lock I86
SUB	R8l, I8	1	1	1*p015	1	0.33	I86
TEST	AL, I8	1	1	1*p015	1	0.33	I86
TEST	EAX, I32	1	1	1*p015	1	0.33	I86
TEST	M16, R16	2	2	1*p015+1*p2	1	1.00	I86
TEST	M32, R32	2	2	1*p015+1*p2	1	1.00	I86
TEST	M64, R64	2	2	1*p015+1*p2	1	1.00	I86
TEST	M8, I8	2	2	1*p015+1*p2		1.00	I86
TEST	M8, R8l	2	2	1*p015+1*p2	1	1.00	I86
TEST	R16, R16	1	1	1*p015	1	0.33	I86
TEST	R32, R32	1	1	1*p015	1	0.33	I86
TEST	R64, R64	1	1	1*p015	1	0.33	I86
TEST	R8h, I8	1	1	1*p015	1	0.33	I86
TEST	R8h, R8l	1	1	1*p015	1	0.33	I86
TEST	R8l, R8l	1	1	1*p015	1	0.33	I86
TEST	R8l, 0	1	1	1*p015	1	0.33	I86
VERR	R16	25	25	8*p0+6*p1+8*p2+8*p5	50	50.00	I286PROTECTED
VERW	R16	25	25	8*p0+5*p1+8*p2+8*p5	49	49.00	I286PROTECTED
WRMSR		100	100	15*p0+9*p015+10*p05+26*p1+1*p2+1*p3+1*p4+37*p5		155.00	PENTIUMREAL
XADD	M32, R32	6	6	2*p015+1*p2+1*p3+1*p4+1*p5	5	5.00	I486REAL
