CVTSD2SS	x,m64	2	todo	todo		1	
CVTPS2PD	x,x	2	todo	todo	1	1	
CVTPS2PD	x,m64	2	todo	todo		1	
VCVTPS2PD	y,x	2	todo	todo	4	1	AVX
VCVTPS2PD	y,m128	3	todo	todo		1	AVX
CVTSS2SD	x,x	2	todo	todo	2	1	
CVTSS2SD	x,m32	2	todo	todo		1	
CVTDQ2PS	x,x	1	todo	todo	3	1	
CVTDQ2PS	x,m128	1	todo	todo		1	
VCVTDQ2PS	y,y	1	todo	todo	3	1	AVX
VCVTDQ2PS	y,m256	1	todo	todo		1	AVX
CVT(T)PS2DQ	x,x	1	todo	todo	3	1	
CVT(T)PS2DQ	x,m128	1	todo	todo		1	
VCVT(T)PS2DQ	y,y	1	todo	todo	3	1	AVX
VCVT(T)PS2DQ	y,m256	1	todo	todo		1	AVX
CVTDQ2PD	x,x	2	todo	todo	4	1	
CVTDQ2PD	x,m64	2	todo	todo		1	
VCVTDQ2PD	y,x	2	todo	todo	5	1	AVX
VCVTDQ2PD	y,m128	2	todo	todo		1	AVX
CVT(T)PD2DQ	x,x	2	todo	todo	4	1	
CVT(T)PD2DQ	x,m128	2	todo	todo		1	
VCVT(T)PD2DQ	x,y	2	todo	todo	5	1	AVX
VCVT(T)PD2DQ	x,m256	2	todo	todo		1	AVX
CVTPI2PS	x,mm	1	todo	todo	4		
CVTPI2PS	x,m64	1	todo	todo		3	
CVT(T)PS2PI	mm,x	2	todo	todo	4	1	
CVT(T)PS2PI	mm,m128	2	todo	todo		1	
CVTPI2PD	x,mm	2	todo	todo	4	1	
CVTPI2PD	x,m64	2	todo	todo		1	
CVT(T)PD2PI	mm,x	2	todo	todo	4	1	
CVT(T)PD2PI	mm,m128	2	todo	todo		1	
CVTSI2SS	x,r32	2	todo	todo	4	3	
CVTSI2SS	x,m32	1	todo	todo		3	
CVT(T)SS2SI	r32,x	2	todo	todo	4	1	
CVT(T)SS2SI	r32,m32	2	todo	todo		1	
CVTSI2SD	x,r32	2	todo	todo	4	3	
CVTSI2SD	x,m32	2	todo	todo		3	
CVT(T)SD2SI	r32,x	2	todo	todo	4	1	
CVT(T)SD2SI	r32,m64	2	todo	todo		1	
VCVTPS2PH	x,v,i	3	todo	todo	10	1	F16C
VCVTPS2PH	m,v,i	3	todo	todo		1	F16C
VCVTPH2PS	v,x	2	todo	todo	6	1	F16C
VCVTPH2PS	v,m	2	todo	todo		1	F16C

;Arithmetic			todo	todo			
ADDSS/D SUBSS/D	x,x	1	todo	todo	3	1	
ADDSS/D SUBSS/D	x,m32/64	1	todo	todo		1	
ADDPS/D SUBPS/D	x,x	1	todo	todo	3	1	
ADDPS/D SUBPS/D	x,m128	1	todo	todo		1	
VADDPS/D VSUBPS/D	y,y,y	1	todo	todo	3	1	AVX
VADDPS/D VSUBPS/D	y,y,m256	1	todo	todo		1	AVX
ADDSUBPS/D	x,x	1	todo	todo	3	1	SSE3
ADDSUBPS/D	x,m128	1	todo	todo		1	SSE3
VADDSUBPS/D	y,y,y	1	todo	todo	3	1	AVX
VADDSUBPS/D	y,y,m256	1	todo	todo		1	AVX
HADDPS/D HSUBPS/D	x,x	3	todo	todo	5	2	SSE3
HADDPS/D HSUBPS/D	x,m128	4	todo	todo		2	SSE3
VHADDPS/D VHSUBPS/D	y,y,y	3	todo	todo	5	2	AVX
VHADDPS/D VHSUBPS/D	y,y,m256	4	todo	todo		2	AVX
MULSS MULPS	x,x	1	todo	todo	5	1	
MULSS MULPS	x,m	1	todo	todo		1	
VMULPS	y,y,y	1	todo	todo	5	1	AVX
VMULPS	y,y,m256	1	todo	todo		1	AVX
MULSD MULPD	x,x	1	todo	todo	5	1	
MULSD MULPD	x,m	1	todo	todo		1	
VMULPD	y,y,y	1	todo	todo	5	1	AVX
VMULPD	y,y,m256	1	todo	todo		1	AVX
DIVSS DIVPS	x,x	1	todo	todo	10-13	7	
DIVSS DIVPS	x,m	1	todo	todo		7	
VDIVPS	y,y,y	3	todo	todo	19-21	14	AVX
VDIVPS	y,y,m256	4	todo	todo		14	AVX
DIVSD DIVPD	x,x	1	todo	todo	10-20	8-14	
DIVSD DIVPD	x,m	1	todo	todo		8-14	
VDIVPD	y,y,y	3	todo	todo	20-35	16-28	AVX
VDIVPD	y,y,m256	4	todo	todo		16-28	AVX
RCPSS/PS	x,x	1	todo	todo	5	1	
RCPSS/PS	x,m128	1	todo	todo		1	
VRCPPS	y,y	3	todo	todo	7	2	AVX
VRCPPS	y,m256	4	todo	todo		2	AVX
CMPccSS/D CMPccPS/D	x,x	1	todo	todo	3	1	
CMPccSS/D CMPccPS/D	x,m128	2	todo	todo		1	
VCMPccPS/D	y,y,y	1	todo	todo	3	1	AVX
VCMPccPS/D	y,y,m256	2	todo	todo		1	AVX
COMISS/D UCOMISS/D	x,x	2	todo	todo		1	
COMISS/D UCOMISS/D	x,m32/64	2	todo	todo		1	
MAXSS/D MINSS/D	x,x	1	todo	todo	3	1	
MAXSS/D MINSS/D	x,m32/64	1	todo	todo		1	
MAXPS/D MINPS/D	x,x	1	todo	todo	3	1	
MAXPS/D MINPS/D	x,m128	1	todo	todo		1	
VMAXPS/D VMINPS/D	y,y,y	1	todo	todo	3	1	AVX
VMAXPS/D VMINPS/D	y,y,m256	1	todo	todo		1	AVX
ROUNDSS/SD/PS/PD	x,x,i	1	todo	todo	3	1	SSE4.1
ROUNDSS/SD/PS/PD	x,m128,i	2	todo	todo		1	SSE4.1
VROUNDSS/SD/PS/PD	y,y,i	1	todo	todo	3	1	AVX
VROUNDSS/SD/PS/PD	y,m256,i	2	todo	todo		1	AVX
DPPS	x,x,i	4	todo	todo	12	2	SSE4.1
DPPS	x,m128,i	6	todo	todo		4	SSE4.1
VDPPS	y,y,y,i	4	todo	todo	12	2	AVX
VDPPS	y,m256,i	6	todo	todo		4	AVX
DPPD	x,x,i	3	todo	todo	9	1	SSE4.1
DPPD	x,m128,i	4	todo	todo		1	SSE4.1

;Math			todo	todo			
SQRTSS/PS	x,x	1	todo	todo	11	7	
SQRTSS/PS	x,m128	1	todo	todo		7	
VSQRTPS	y,y	3	todo	todo	19	14	AVX
VSQRTPS	y,m256	4	todo	todo		14	AVX
SQRTSD/PD	x,x	1	todo	todo	16	8-14	
SQRTSD/PD	x,m128	1	todo	todo		8-14	
VSQRTPD	y,y	3	todo	todo	28	16-28	AVX
VSQRTPD	y,m256	4	todo	todo		16-28	AVX
RSQRTSS/PS	x,x	1	todo	todo	5	1	
RSQRTSS/PS	x,m128	1	todo	todo		1	
VRSQRTPS	y,y	3	todo	todo	7	2	AVX
VRSQRTPS	y,m256	4	todo	todo		2	AVX

;Logic			todo	todo			
AND/ANDN/OR/XORPS/PD	x,x	1	todo	todo	1	1	
AND/ANDN/OR/XORPS/PD	x,m128	1	todo	todo		1	
VAND/ANDN/OR/XORPS/PD	y,y,y	1	todo	todo	1	1	AVX
VAND/ANDN/OR/XORPS/PD	y,y,m256	1	todo	todo		1	AVX

;Other			todo	todo			
VZEROUPPER		4	todo	todo		1	AVX
VZEROALL		12	todo	todo		11	32 bit
VZEROALL		20	todo	todo		9	64 bit
LDMXCSR	m32	3	todo	todo	6	3	
STMXCSR	m32	3	todo	todo	7	1	
FXSAVE	m4096	130	todo	todo		66	
FXRSTOR	m4096	116	todo	todo		68	
XSAVEOPT	m	100-161	todo	todo	60-500		
